alpha;tot_oil;tot_gas;W1_choke;W2_choke;W3_choke;W4_choke;W5_choke;W6_choke;W7_choke;W1_gas_mean;W2_gas_mean;W3_gas_mean;W4_gas_mean;W5_gas_mean;W6_gas_mean;W7_gas_mean;W1_oil_mean;W2_oil_mean;W3_oil_mean;W4_oil_mean;W5_oil_mean;W6_oil_mean;W7_oil_mean;W1_oil_var;W2_oil_var;W3_oil_var;W4_oil_var;W5_oil_var;W6_oil_var;W7_oil_var;W1_gas_var;W2_gas_var;W3_gas_var;W4_gas_var;W5_gas_var;W6_gas_var;W7_gas_var
inf;127.74416700070546;250000.0;72.98409504338319;0.0;56.0;31.02618723508859;51.131070274494135;62.606;35.27470030111926;41144.285800093676;0.0;49475.07697682073;24837.8415465377;46653.532513194565;51727.00320315167;36162.25996020166;28.753376880605142;0.0;22.661363776773015;14.523503463495983;22.126815619968475;24.75659893321631;14.922508326646518;75.49658237084573;0.0;41.55166133215941;7.339339276702891;8.469654063476336;29.837219179529683;21.06894977496415;4450412.336549642;0.0;136291735.9774552;27653029.0895795;156612544.6183215;33415134.216743425;48014147.6195257
0.0;35.343404929279686;41786.133800256466;72.98399999999998;0.0;0.0;13.514399999999984;0.0;0.0;0.0;41144.266223406696;0.0;0.0;641.8675768497706;0.0;0.0;0.0;28.753333291053757;0.0;0.0;6.59007163822593;0.0;0.0;0.0;75.49625274220793;0.0;0.0;4.424720082834405;0.0;0.0;0.0;4450429.807208055;0.0;0.0;0.0;0.0;0.0;0.0
0.01;28.75333355957816;41144.26622340726;72.98400000000034;0.0;0.0;1.4557640151008312e-13;0.0;0.0;0.0;41144.26622340719;0.0;0.0;7.164745135578706e-11;0.0;0.0;0.0;28.75333355957816;0.0;0.0;0.0;0.0;0.0;0.0;75.49625274220904;0.0;0.0;0.0;0.0;0.0;0.0;4450429.807653096;0.0;0.0;0.0;0.0;0.0;0.0
0.02;35.382237871349325;41919.79068132576;72.9840000000007;0.0;0.0;14.025288227689003;0.0;0.0;0.0;41144.266223407576;0.0;0.0;775.5244579181851;0.0;0.0;0.0;28.75333355958192;0.0;0.0;6.628904311767401;0.0;0.0;0.0;75.49625274221032;0.0;0.0;4.291101828783457;0.0;0.0;0.0;4450429.8076530285;0.0;0.0;0.0;0.0;0.0;0.0
0.03;28.75333355957816;41144.26622340726;72.98400000000034;0.0;0.0;1.4557640151008312e-13;0.0;0.0;0.0;41144.26622340719;0.0;0.0;7.164745135578706e-11;0.0;0.0;0.0;28.75333355957816;0.0;0.0;0.0;0.0;0.0;0.0;75.49625274220904;0.0;0.0;0.0;0.0;0.0;0.0;4450429.807653096;0.0;0.0;0.0;0.0;0.0;0.0
0.04;28.75333355957816;41144.26622340726;72.98400000000034;0.0;0.0;1.4557640151008312e-13;0.0;0.0;0.0;41144.26622340719;0.0;0.0;7.164745135578706e-11;0.0;0.0;0.0;28.75333355957816;0.0;0.0;0.0;0.0;0.0;0.0;75.49625274220904;0.0;0.0;0.0;0.0;0.0;0.0;4450429.807653096;0.0;0.0;0.0;0.0;0.0;0.0
0.05;35.382237871350085;41919.79068132576;72.98400000000238;0.0;0.0;14.025288227689003;0.0;0.0;0.0;41144.266223407576;0.0;0.0;775.5244579181854;0.0;0.0;0.0;28.753333559582686;0.0;0.0;6.628904311767401;0.0;0.0;0.0;75.49625274221614;0.0;0.0;4.291101828783457;0.0;0.0;0.0;4450429.807652715;0.0;0.0;0.0;0.0;0.0;0.0
0.06;28.753333443671174;41144.26622340529;72.98400000000032;0.0;0.0;0.0;0.0;0.0;0.0;41144.26622340714;0.0;-8.025153874768876e-10;-9.961030320924635e-10;-3.2495117707753707e-12;3.438371378390315e-11;-8.733191947385421e-11;28.75333355958175;0.0;0.0;0.0;-1.1591057751161149e-07;0.0;0.0;75.496252742209;0.0;1.933118074843865e-12;0.0;0.0;0.0;0.0;4450429.807653097;0.0;0.0;0.0;0.0;0.0;0.0
0.07;35.382237871381356;41919.79068132379;72.984;0.0;0.0;14.025288227689002;0.0;0.0;0.0;41144.266223407234;0.0;-8.025153874768876e-10;775.5244579181845;-7.681022484717914e-10;3.438371378390315e-11;-8.733191947385421e-11;28.753333559581602;0.0;0.0;6.6289043117674;3.235127602887744e-11;0.0;0.0;75.49625274220784;0.0;1.933118074843865e-12;4.291101828783458;0.0;0.0;0.0;4450429.807653155;0.0;0.0;0.0;0.0;0.0;0.0
0.08;28.753333559581606;41144.266223407125;72.984;0.0;0.0;0.0;0.0;0.0;0.0;41144.266223407125;0.0;0.0;-3.410605131648481e-12;0.0;0.0;0.0;28.753333559581606;0.0;0.0;0.0;0.0;0.0;0.0;75.49625274220793;0.0;0.0;0.0;0.0;0.0;-9.769962616701378e-15;4450429.807653163;0.0;0.0;0.0;0.0;0.0;0.0
0.09;28.753333285416097;41144.266223406696;72.98399999999998;0.0;0.0;0.0;0.0;0.0;0.0;41144.266223406696;0.0;0.0;0.0;0.0;0.0;0.0;28.753333285416097;0.0;0.0;0.0;0.0;0.0;0.0;75.4962527422079;0.0;0.0;0.0;0.0;0.0;0.0;4450429.8076529885;0.0;0.0;0.0;0.0;0.0;0.0
0.1;28.753333443671043;41144.26622340256;72.984;0.0;0.0;0.0;0.0;0.0;0.0;41144.26622340441;0.0;-8.025153874768876e-10;-9.961030320924635e-10;-3.2495117707753707e-12;3.503494571077681e-11;-8.378380213002856e-11;28.753333559581606;1.4210854715202004e-14;0.0;0.0;-1.1591057751161149e-07;0.0;0.0;75.49625274220786;0.0;1.933118074843865e-12;0.0;0.0;0.0;0.0;4450429.807653156;0.0;0.0;0.0;0.0;0.0;0.0
0.11;28.753333559581606;41144.26622340713;72.984;0.0;0.0;0.0;0.0;0.0;0.0;41144.26622340713;0.0;0.0;-3.410605131648481e-12;0.0;0.0;0.0;28.753333559581606;0.0;0.0;0.0;0.0;0.0;0.0;75.49625274220793;0.0;0.0;0.0;0.0;0.0;0.0;4450429.807653161;0.0;0.0;0.0;0.0;0.0;0.0
0.12;28.753333559581566;41144.26622340685;72.984;0.0;0.0;0.0;0.0;0.0;0.0;41144.26622340685;0.0;0.0;-3.410605131648481e-12;0.0;0.0;0.0;28.753333559581566;0.0;0.0;0.0;0.0;0.0;0.0;75.49625274220787;0.0;0.0;0.0;0.0;0.0;0.0;4450429.807653132;0.0;0.0;0.0;0.0;0.0;0.0
0.13;28.753333559581606;41144.266223407125;72.984;0.0;0.0;0.0;0.0;0.0;0.0;41144.266223407125;0.0;0.0;-3.410605131648481e-12;0.0;0.0;0.0;28.753333559581606;0.0;0.0;0.0;0.0;0.0;0.0;75.49625274220793;0.0;0.0;0.0;0.0;0.0;0.0;4450429.807653163;0.0;0.0;0.0;0.0;0.0;0.0
