,choke,choke_num,choke_sem,gas,gas_num,gas_sem,gaslift_rate,gaslift_rate_num,gaslift_rate_sem,oil,oil_num,oil_sem,prs_dns,prs_dns_num,prs_dns_sem,prs_ups,prs_ups_num,prs_ups_sem,time,time_ms_begin,time_ms_end,water,water_num,water_sem,well
271,26.200000762939453,1.0,0.0,108692.59734423626,480,518.3805484317089,100147.0687699905,480,61.29511418350435,36.34664144212609,177,4.631794555275417,21.520750386223586,469.0,0.03944178704190486,21.567716678313367,453.0,0.035205590649088486,2016-10-18 14:00:00+00:00,1476799200000,1476813601000,9.274495794103684,38,1.5451603162104681,C4
272,26.200000762939453,8.0,0.0,138257.8338871716,468,1183.8329678782832,122229.60396744938,468,106.37469597253758,52.60053399166461,175,2.529771815280904,21.298111890274583,449.0,0.012103537310306051,21.623262631535265,437.0,0.016128497984596032,2016-10-29 17:00:00+00:00,1477760400000,1477774801000,41.574343834081624,100,8.288351807898241,C4
273,26.341878561911816,235.0,0.001549771542886037,133173.7956320777,481,839.3943738661588,121428.374323565,481,237.9299758018648,48.123045491314855,201,4.63952651614588,21.40536545520007,468.0,0.005490874798588847,21.646537878503437,440.0,0.013990033666677143,2016-11-16 03:00:00+00:00,1479265200000,1479279601000,31.749429005771916,133,3.2943087014668184,C4
274,26.200000762939453,1.0,0.0,132596.19059267303,504,1035.403612478732,120626.95260560741,504,247.06053535861082,77.26320123562564,261,8.263131579041174,21.40374133447284,482.0,0.022444252656689673,21.714876724179852,462.0,0.03241286732496914,2016-12-05 06:00:00+00:00,1480917600000,1480932001000,31.316915550249522,134,1.5635430770885097,C4
275,,0.0,,170664.15788559266,471,25167.35520676055,113915.06960418828,480,238.27434969576387,105.78683883487601,323,6.023686000022339,14.23195081369558,453.0,0.012463325316458357,14.948074254686242,459.0,0.025714639733580014,2016-12-11 10:00:00+00:00,1481450400000,1481464801000,36.40863397711705,173,3.746471711096584,C4
276,,0.0,,136604.27304949923,482,623.6474195150731,116798.15226737355,482,106.90173503556832,63.229756628856954,227,4.016610595715537,14.086249709850103,419.0,0.010235757668912344,14.705805874568064,436.0,0.020887033493978666,2016-12-28 23:00:00+00:00,1482966000000,1482980401000,32.48141574516666,159,4.596195217588235,C4
277,27.200000762939453,1.0,0.0,128891.7563145639,481,601.6072582191564,114269.38365696318,480,62.90873742475387,55.73615815820865,228,4.0831131806963405,13.872634091383853,414.0,0.008533061485669007,14.358857199976601,411.0,0.01925487720134516,2017-01-04 09:00:00+00:00,1483520400000,1483534801000,25.531657568547736,161,0.8651427943694483,C4
278,,0.0,,148766.82494381053,477,7963.221342615996,112939.45830637505,478,120.9600052718096,43.858240461019726,190,8.106221922445116,13.710201827777023,411.0,0.02208131529665652,14.150125766323384,415.0,0.03391765643883009,2017-01-07 22:00:00+00:00,1483826400000,1483840801000,27.239703179197196,128,7.432113673061681,C4
279,,0.0,,137944.2384545957,481,18550.404589937607,104033.45705775233,480,286.22381554137274,67.40374161837673,222,7.522208782566586,20.27673703491701,465.0,0.008158796012778538,20.16302493392462,433.0,0.0075452373721450455,2017-02-04 17:00:00+00:00,1486227600000,1486242001000,23.69070371994504,110,1.215595120533096,C4
280,,0.0,,125081.52998944132,480,911.7747847747439,109982.70620253225,479,352.4242193998925,63.33536918589636,198,8.341288556251454,20.33081633078442,449.0,0.01379900117347987,20.12862159655137,438.0,0.012076494061483839,2017-02-13 15:00:00+00:00,1486998000000,1487012401000,42.865754455946295,155,2.2678229877727136,C4
281,,0.0,,126122.67863880964,473,1381.9730175222144,111709.19698791926,474,95.28072452062331,57.92050515250052,206,2.7740157038716324,20.435207414429218,450.0,0.014769116101051184,20.341234171538925,433.0,0.014555832693060313,2017-02-18 10:00:00+00:00,1487412000000,1487426401000,32.79045714382314,136,2.380792153125625,C4
282,,0.0,,120613.04936902155,479,1109.323944927793,109623.97158798475,478,102.63325117153961,49.260496423122454,169,3.644414669335505,20.461277501072253,457.0,0.013340580717610706,20.26425595490829,440.0,0.015660577536123443,2017-03-04 10:00:00+00:00,1488621600000,1488636001000,26.308452496456077,112,1.4888059156589908,C4
283,100.0,1.0,0.0,123506.04171961444,476,773.2698545055075,105631.37157055021,476,132.90879314368635,70.65640079081471,270,2.5345919203323626,13.90074721790778,439.0,0.021963621370540375,13.818032055343004,426.0,0.021927282131340455,2017-03-09 16:00:00+00:00,1489075200000,1489089601000,43.712802839477035,212,1.0982329870249836,C4
284,,0.0,,201898.26785436427,472,11011.345300128647,111654.79864095534,479,408.55894683486235,71.74041830725031,250,5.591206873222962,14.004559511696485,434.0,0.015509577433116555,13.894539432463452,414.0,0.01764871563315554,2017-03-13 11:00:00+00:00,1489402800000,1489417201000,44.60915298936772,176,6.084731578226928,C4
285,100.0,1.0,0.0,178165.55350577278,474,28753.996068654495,103299.05929046152,475,182.85921071567753,65.23763487434651,242,3.371090236747956,13.275142543234997,433.0,0.013760816499924371,13.15499636153346,404.0,0.015355322728186606,2017-03-25 21:00:00+00:00,1490475600000,1490490001000,38.11102007197923,191,1.8535559897994072,C4
286,100.0,1.0,0.0,132780.38833257696,477,7795.277521934451,107948.68175948737,477,177.93416010079972,68.5202521433639,242,4.8479774610721025,13.540113524650073,436.0,0.016915478299084696,13.404942302660517,416.0,0.016529750934436233,2017-04-19 02:00:00+00:00,1492567200000,1492581601000,27.695282270502748,143,2.9172632354672974,C4
287,,0.0,,317428.80775276007,475,30814.008445315114,112196.51194296767,477,148.68570246088,33.76770106509513,152,2.6326801246075675,13.709089481429384,437.0,0.018982841814465228,,0.0,,2017-04-27 18:00:00+00:00,1493316000000,1493330401000,21.08693999030613,100,1.2020912524687053,C4
288,,0.0,,127767.05970565352,478,704.4812205200768,107768.82514695713,478,185.7345552556555,46.83756665616279,191,2.159919115028341,13.375114747795328,448.0,0.013160822125909775,13.256074530279212,433.0,0.015137163396200422,2017-05-09 21:00:00+00:00,1494363600000,1494378001000,36.842973560317425,168,2.5850014446003553,C4
289,100.0,1.0,0.0,232243.48725450813,119,48627.89921548397,113798.67822531877,119,212.58788105217715,35.459137082687555,34,10.500647038366626,13.436954761897391,112.0,0.034345160299523524,13.314574919956286,99.0,0.039587495481872396,2017-06-02 20:00:00+00:00,1496433600000,1496437201000,32.04590125337804,39,2.413243616653232,C4
290,,0.0,,104259.76052678638,359,1880.6695690470208,97597.36270445745,360,533.5819708693332,43.353696527725596,156,10.992280477973544,13.642162783312791,330.0,0.01133442510336089,13.484585881270718,307.0,0.011730794583839707,2017-06-08 07:00:00+00:00,1496905200000,1496916001000,16.84924008903315,63,4.638250173309995,C4
291,100.0,2.0,0.0,109023.52688716094,1208,1582.601603463986,94474.6183694225,1207,384.4654064777072,36.90859698190391,428,5.088645786597691,13.630368371829524,1058.0,0.0049498355770954475,13.44188144426369,1006.0,0.005032198268975471,2017-06-12 11:00:00+00:00,1497265200000,1497294001000,29.3670693473666,252,5.670814824842007,C4
292,100.0,1.0,0.0,0.0,1,0.0,90638.82539398341,481,212.844673976468,31.422856535525582,147,4.0629777725692415,13.442252613319502,429.0,0.009060786976944091,13.290859711507608,405.0,0.00926841771901489,2017-06-30 10:00:00+00:00,1498816800000,1498831201000,31.954338465580914,158,2.94275983505921,C4
293,,0.0,,,0,,89930.91204927387,620,120.12011211723981,35.56692862320193,156,8.111800415099292,13.825729245221304,540.0,0.008292851196263776,13.66682913707963,512.0,0.009808167438866545,2017-07-11 02:00:00+00:00,1499738400000,1499752801000,28.023729952151978,170,7.623556185131791,C4
294,100.0,1.0,0.0,0.0,1,0.0,90395.93939036653,473,133.27286218490346,47.40583801100277,121,14.82964356148763,13.598808113914247,434.0,0.02091555461863341,13.464194102946058,411.0,0.020981037152257923,2017-07-28 11:00:00+00:00,1501239600000,1501254001000,30.437690116597512,160,3.3445940888593793,C4
295,,0.0,,,0,,90292.74339869294,479,122.5077563417565,26.412456955248963,146,1.8514919469894409,13.77679460556505,439.0,0.008560208175668249,13.635198314905216,408.0,0.009570338486050795,2017-08-07 17:00:00+00:00,1502125200000,1502139601000,24.63729281456431,82,1.7997582013663556,C4
296,,0.0,,184077.7234670355,461,5129.519172615643,113890.22275242046,476,129.98886647499992,232.73450899031812,217,5.775840285713887,,,,23.299295887732484,459.0,0.06549628905897055,2016-04-23 03:00:00+00:00,1461380400000,1461394801000,296.69045643153527,268,7.804515532702522,A6
297,30.25322954961373,256.0,0.0008784836265970644,479620.3964730291,536,26177.300140056326,115737.55145228215,533,42.06183470851172,286.42295988934995,346,6.981412926233763,,,,23.5335584131349,522.0,0.056153004283356095,2016-05-23 05:00:00+00:00,1463979600000,1463994001000,347.654356846473,349,8.15063001855739,A6
298,32.283989799467854,130.0,0.0014448061282769456,463976.9864642273,480,22194.84274076241,114922.649832049,481,177.1662947897368,232.9344398340249,284,4.949627545075856,,,,23.24688599605793,474.0,0.04824753026019864,2016-08-03 05:00:00+00:00,1470200400000,1470214801000,343.7974412171507,303,7.449250970359733,A6
299,32.28411059061686,127.0,0.001820545939943144,510809.30625,480,27845.140843696514,114323.07958333334,478,116.90830311827769,226.5152777777778,256,6.364958408231229,,,,23.0884994564233,462.0,0.056061344354470063,2016-08-18 02:00:01+00:00,1471485601000,1471500001000,335.20194444444445,284,10.467680441872087,A6
300,32.2849303107044,120.0,0.0011060375383661453,627352.4858921161,475,18697.73541896888,114700.1193637621,479,786.109977518281,217.5378284923928,238,6.676665183455077,,,,23.04752418101246,474.0,0.06376929188234147,2016-08-27 12:00:00+00:00,1472299200000,1472313601000,326.7669432918396,288,8.132180121271507,A6
301,32.27717756236386,155.0,0.0011895410617613644,650120.1224314529,471,34489.017831878075,114315.36840169139,477,141.10557446396018,,0,,,,,23.082822901525397,465.0,0.05203585802679115,2016-09-11 02:00:00+00:00,1473559200000,1473573601000,328.69752935093743,309,8.684653991129501,A6
302,32.282482215279856,147.0,0.0008348938893146365,272687.15200384415,476,38890.38366421847,119079.70575888226,477,236.53581924963723,210.823373225253,287,7.50681576238162,,,,23.194793142025894,468.0,0.06599760125774898,2016-10-02 02:00:00+00:00,1475373600000,1475388001000,325.0478518748514,302,8.515955612421685,A6
303,32.27735781214544,166.0,0.0030539007970396435,207497.53121449033,480,7290.63454356553,117647.69393222993,478,235.9829251787096,218.9473487880112,276,6.4352641075402675,,,,23.208296767639755,466.0,0.05485271237829971,2016-10-24 20:00:00+00:00,1477339200000,1477353601000,346.63944827620264,313,10.025058741600823,A6
304,32.282090158276844,145.0,0.0007582825723388087,199969.12625416435,478,11742.750421629975,120083.25438235988,480,158.11993084139186,206.57393778936824,273,7.04020862639976,,,,22.384254048334586,462.0,0.07173448674119212,2016-11-08 11:00:00+00:00,1478602800000,1478617201000,343.2411209729038,377,8.779335795302114,A6
