0.0, 15935.65286252544
130233.36646185865, 0.0
85966.25253550053, 59384.46
1522.1326, 4793.552086383655
12548.48120591643, 9347.6455
0.0, 5224.9546
35183.33479265691, 26350.889
0.0, 9739.244339365228
0.0, 17042.612463860565
0.0, 3819.8577
0.0, 5254.031600402353
117457.80834832534, 0.0
42193.53677828361, 31573.076
109138.0974151252, 0.0
105440.71020771537, 0.0
94024.49442064355, 65054.168
0.0, 21306.416945583285
106434.86308681426, 0.0
0.0, 12405.078894745971
0.0, 4774.732
0.0, 3979.7817
38262.328871238715, 28594.277
0.0, 11120.021
0.0, 3619.9768
0.0, 5978.867500252278
0.0, 5227.986
0.0, 3694.8384
385.9636, 980.0040105696385
15184.899337921963, 11203.116
107657.36365580432, 0.0
0.0, 14647.731
0.0, 3454.1277
0.0, 1050.910275295608
104004.84107311364, 0.0
35839.3323406518, 0.0
110940.20799775489, 0.0
0.0, 14641.352
126942.09904154418, 0.0
53821.07782619557, 0.0
113248.555, 61776.99295330004
