;switch-off penalty
0;113.86776058359663
1;113.86776058359663
2;113.86776058359663
3;113.86776058359663
4;113.86776058359663
5;113.86776058359663
6;113.86776058359663
7;113.86776058359663
8;113.86776058359663
9;113.86776058359663
10;113.86776058359663
11;113.86776058359663
12;113.86776058359663
13;113.86776058359663
14;113.86776058359663
15;113.86776058359663
16;113.86776058359663
17;113.86776058359663
18;113.86776058359663
19;113.86776058359663
20;113.86776058359663
21;113.86776058359663
22;113.86776058359663
23;96.45820856677418
24;113.86776058359663
25;113.86776058359663
26;113.86776058359663
27;113.86776058359663
28;113.86776058359663
29;113.86776058359663
30;113.86776058359663
31;96.45820856677418
32;113.86776058359663
33;113.86776058359663
34;113.86776058359663
35;113.86776058359663
36;113.86776058359663
37;113.86776058359663
38;113.86776058359663
39;113.86776058359663
40;113.86776058359663
41;113.86776058359663
42;113.86776058359663
43;113.86776058359663
44;113.86776058359663
45;113.86776058359663
46;113.86776058359663
47;113.86776058359663
48;113.86776058359663
49;113.86776058359663
50;113.86776058359663
51;96.45820856677418
52;113.86776058359663
53;113.86776058359663
54;113.86776058359663
55;113.86776058359663
56;113.86776058359663
57;113.86776058359663
58;113.86776058359663
59;113.86776058359663
60;113.86776058359663
61;113.86776058359663
62;113.86776058359663
63;113.86776058359663
64;113.86776058359663
65;113.86776058359663
66;113.86776058359663
67;113.86776058359663
68;113.86776058359663
69;113.86776058359663
70;113.86776058359663
71;113.86776058359663
72;113.86776058359663
73;113.86776058359663
74;113.86776058359663
75;113.86776058359663
76;113.86776058359663
77;113.86776058359663
78;113.86776058359663
79;113.86776058359663
80;113.86776058359663
81;113.86776058359663
82;113.86776058359663
83;113.86776058359663
84;113.86776058359663
85;113.86776058359663
86;113.86776058359663
87;113.86776058359663
88;113.86776058359663
89;113.86776058359663
90;113.86776058359663
91;113.86776058359663
92;113.86776058359663
93;113.86776058359663
94;113.86776058359663
95;113.86776058359663
96;113.86776058359663
97;113.86776058359663
98;113.86776058359663
99;113.86776058359663
100;113.86776058359663
101;113.86776058359663
102;96.45820856677418
103;113.86776058359663
104;113.86776058359663
105;113.86776058359663
106;113.86776058359663
107;113.86776058359663
108;113.86776058359663
109;113.86776058359663
110;113.86776058359663
111;113.86776058359663
112;113.86776058359663
113;113.86776058359663
114;113.86776058359663
115;113.86776058359663
116;113.86776058359663
117;113.86776058359663
118;113.86776058359663
119;113.86776058359663
120;96.45820856677418
121;113.86776058359663
122;113.86776058359663
123;113.86776058359663
124;113.86776058359663
125;113.86776058359663
126;113.86776058359663
127;113.86776058359663
128;113.86776058359663
129;113.86776058359663
130;113.86776058359663
131;113.86776058359663
132;113.86776058359663
133;113.86776058359663
134;113.86776058359663
135;113.86776058359663
136;113.86776058359663
137;96.45820856677418
138;113.86776058359663
139;113.86776058359663
140;113.86776058359663
141;113.86776058359663
142;113.86776058359663
143;113.86776058359663
144;113.86776058359663
145;113.86776058359663
146;113.86776058359663
147;113.86776058359663
148;113.86776058359663
149;113.86776058359663
150;113.86776058359663
151;96.45820856677418
152;113.86776058359663
153;113.86776058359663
154;113.86776058359663
155;113.86776058359663
156;113.86776058359663
157;113.86776058359663
158;96.45820856677418
159;113.86776058359663
160;96.45820856677418
161;113.86776058359663
162;113.86776058359663
163;113.86776058359663
164;113.86776058359663
165;113.86776058359663
166;113.86776058359663
167;113.86776058359663
168;113.86776058359663
169;113.86776058359663
170;113.86776058359663
171;113.86776058359663
172;113.86776058359663
173;113.86776058359663
174;113.86776058359663
175;113.86776058359663
176;113.86776058359663
177;113.86776058359663
178;113.86776058359663
179;113.86776058359663
180;96.45820856677418
181;113.86776058359663
182;113.86776058359663
183;113.86776058359663
184;113.86776058359663
185;113.86776058359663
186;113.86776058359663
187;113.86776058359663
188;113.86776058359663
189;113.86776058359663
190;113.86776058359663
191;113.86776058359663
192;113.86776058359663
193;113.86776058359663
194;113.86776058359663
195;96.45820856677418
196;113.86776058359663
197;113.86776058359663
198;113.86776058359663
199;113.86776058359663
