;scenarios;oil mean;oil std
0;10.0;118.16791479928352;1.9440969185749317
1;20.0;116.7994903690762;1.9540056527909184
2;30.0;115.9176595918621;1.6712393468760964
3;40.0;114.79916168026752;1.575255116233174
4;50.0;114.23767927314606;1.5916908316154559
5;100.0;112.77582355786208;1.4226683959622233
6;150.0;112.58938737958911;1.1834565951085598
7;200.0;111.99288526437459;1.1952568846961824
8;500.0;110.75044458907242;0.828935084547063
