scenarios;tot_cap;indiv_cap;tot_oil;tot_gas;W1_choke;W2_choke;W3_choke;W4_choke;W5_choke;W6_choke;W7_choke;W1_gas_mean;W2_gas_mean;W3_gas_mean;W4_gas_mean;W5_gas_mean;W6_gas_mean;W7_gas_mean;W1_oil_mean;W2_oil_mean;W3_oil_mean;W4_oil_mean;W5_oil_mean;W6_oil_mean;W7_oil_mean
10.0;275000.0;100000.0;111.58869949873167;241217.03338041352;56.133919264140886;26.178172999040385;40.40415563251172;31.026187235088578;42.55889797178667;48.150840759277344;38.99923669188902;37654.35125739075;21246.65108372261;39899.97921063359;28117.239269109326;34912.145110274454;43086.364637815226;36300.30281146755;21.073022528989412;5.21662356063364;18.495077836574193;14.523503463495992;17.345466596792374;19.074383289866304;15.86062222237976
1.0;275000.0;100000.0;119.96157300459683;275000.0;56.13391926414089;33.169024752325264;40.40415563251172;39.7965073063234;42.5588979717867;48.150840759277344;36.500631503354434;37844.667111203096;38593.82272685078;37750.248706487;39255.02416298693;38640.78174824706;44850.89390695052;38064.561637274615;21.073022528989416;10.34911912389781;18.4950778365742;18.39321510065404;17.345466596792374;19.074383289866304;15.231288527822672
100.0;275000.0;100000.0;110.31465076515386;237794.25725390457;56.1339192641409;34.83777162582051;40.4041556325117;39.796507306323406;42.558897971786664;48.15084075927736;40.09435232452605;38095.19007334914;0.0;38057.70679298432;38571.6772022356;38177.76916813212;44089.534408934785;40802.379608268595;21.07302252898942;0.0;18.495077836574204;18.393215100654043;17.345466596792367;19.07438328986631;15.933485412277518
10.0;275000.0;100000.0;113.15192356697732;246511.32619438402;56.13391926414088;33.075611844922804;40.40415563251173;39.7965073063234;48.09213787576433;48.15084075927751;49.349051735617905;36685.78215430344;0.0;37106.74602815687;42872.36887439298;37261.76109637186;42093.46345478385;50491.204586375025;21.07302252898941;0.0;18.495077836574204;18.39321510065404;17.927661101589674;19.074383289866354;18.188563709303633
10.0;275000.0;100000.0;113.15192356697732;246511.32619438402;56.13391926414088;33.075611844922804;40.40415563251173;39.7965073063234;48.09213787576433;48.15084075927751;49.349051735617905;36685.78215430344;0.0;37106.74602815687;42872.36887439298;37261.76109637186;42093.46345478385;50491.204586375025;21.07302252898941;0.0;18.495077836574204;18.39321510065404;17.927661101589674;19.074383289866354;18.188563709303633
10.0;275000.0;100000.0;55.656162099824;135457.03691554547;0.0;0.0;0.0;39.7965073063234;0.0;48.150840759277386;49.34905173561792;0.0;0.0;0.0;42872.36887438678;0.0;42093.46345478378;50491.20458637489;0.0;0.0;0.0;18.39321510065404;0.0;19.074383289866326;18.18856370930364
10.0;250000.0;54166.0;92.3781786951003;194071.76301428778;56.133919264140886;0.0;40.40415563251161;0.0;47.94605089790698;48.150840759277344;38.99923669188901;36685.78215430344;0.0;37106.74602815679;0.0;37086.34359658924;42093.463454783676;41099.42778045464;21.073022528989384;0.0;18.49507783657417;0.0;17.87507281729072;19.074383289866248;15.860622222379787
10.0;250000.0;54166.0;101.77763873848201;234547.34435617097;56.133919264140886;33.16902475232527;0.0;39.796507306323505;42.558897971786685;48.150840759277344;37.73594584652849;36685.78215430344;39155.08524343512;0.0;42872.368874386724;33787.5702484053;42093.463454783676;39953.074380856706;21.073022528989384;10.34911912389781;0.0;18.393215100654114;17.345466596792377;19.07438328986625;15.542432098282081
100.0;250000.0;54166.0;40.138738393339885;94080.61925078265;46.81008843900106;33.07561184492238;0.0;30.627993613624255;0.0;0.0;0.0;29997.91225211411;38830.607707238596;0.0;25252.09929142994;0.0;0.0;0.0;16.823195963986525;10.101007670173491;0.0;13.21453475917987;0.0;0.0;0.0
