scenarios;tot_cap;indiv_cap;tot_oil;tot_gas;W1_choke;W2_choke;W3_choke;W4_choke;W5_choke;W6_choke;W7_choke;W1_gas_mean;W2_gas_mean;W3_gas_mean;W4_gas_mean;W5_gas_mean;W6_gas_mean;W7_gas_mean;W1_oil_mean;W2_oil_mean;W3_oil_mean;W4_oil_mean;W5_oil_mean;W6_oil_mean;W7_oil_mean;W1_changed;W2_changed;W3_changed;W4_changed;W5_changed;W6_changed;W7_changed
3.0;250000.0;54166.0;110.44131839317744;241779.76126013443;56.133919264140886;28.579005726091566;40.0;40.0;20.352363595684004;58.90949315516965;47.47369059246113;37879.08906061848;28099.302108098742;36171.76382809154;37991.2582183595;4014.4646647406057;48050.94414674487;49572.9392334807;21.07302158546133;6.20191315351818;18.38467788696289;16.58163070678711;7.108778171141846;23.303530520388772;17.7877663689173;1.0;1.0;1.0;1.0;1.0;1.0;1.0
3.0;250000.0;54166.0;107.1510708207416;230650.64493006893;56.133919264140886;0.0;50.53902886130593;0.0;47.72562659060155;48.150840759277344;47.47369059246113;37879.08906061848;6852.0914563667975;39905.56167912003;1626.142604735649;49164.034330341405;45650.78656540588;49572.9392334807;21.07302158546133;0.0038499244999999904;20.08814170556235;7.6253981590271;21.49850887379307;19.074384203480438;17.7877663689173;1.0;1.0;1.0;1.0;1.0;1.0;1.0
3.0;250000.0;54166.0;107.1510708207416;230650.64493006893;56.133919264140886;0.0;50.53902886130593;0.0;47.72562659060155;48.150840759277344;47.47369059246113;37879.08906061848;6852.0914563667975;39905.56167912003;1626.142604735649;49164.034330341405;45650.78656540588;49572.9392334807;21.07302158546133;0.0038499244999999904;20.08814170556235;7.6253981590271;21.49850887379307;19.074384203480438;17.7877663689173;1.0;1.0;1.0;1.0;1.0;1.0;1.0
10.0;250000.0;54166.0;106.83013622299988;236021.0078911502;56.133919264140886;0.0;50.53902886130593;22.067887505400247;47.72562659060158;48.150840759277344;44.282931734608916;37997.38634263701;0.0;47620.43238795814;8696.69010466091;48694.26383118261;45743.38706824322;47268.84815646831;21.07302158546133;0.0;20.08814170556235;8.102647745047728;21.498508873793085;19.074384203480438;16.993432109654965;1.0;1.0;1.0;1.0;1.0;1.0;1.0
10.0;250000.0;54166.0;106.83013622299988;236021.0078911502;56.133919264140886;0.0;50.53902886130593;22.067887505400247;47.72562659060158;48.150840759277344;44.282931734608916;37997.38634263701;0.0;47620.43238795814;8696.69010466091;48694.26383118261;45743.38706824322;47268.84815646831;21.07302158546133;0.0;20.08814170556235;8.102647745047728;21.498508873793085;19.074384203480438;16.993432109654965;1.0;1.0;1.0;1.0;1.0;1.0;1.0
10.0;250000.0;54166.0;129.98166543928488;241146.34276484558;100.0000000000003;0.0;53.307336937781045;0.0;47.72562659060158;58.90949315517025;38.388829713516;46873.42528301998;3375.6285553443076;48877.973815316414;2544.8802459938556;48694.26383118261;49665.688462875194;41114.48257111321;41.06728744506848;0.0038499245;21.58823152801615;7.6253981590271;21.49850887379309;23.303530520389007;14.89485898849106;1.0;1.0;1.0;1.0;1.0;1.0;1.0
10.0;250000.0;54166.0;129.98166543928488;241146.34276484558;100.0000000000003;0.0;53.307336937781045;0.0;47.72562659060158;58.90949315517025;38.388829713516;46873.42528301998;3375.6285553443076;48877.973815316414;2544.8802459938556;48694.26383118261;49665.688462875194;41114.48257111321;41.06728744506848;0.0038499245;21.58823152801615;7.6253981590271;21.49850887379309;23.303530520389007;14.89485898849106;1.0;1.0;1.0;1.0;1.0;1.0;1.0
10.0;250000.0;54166.0;129.98166543928488;241146.34276484558;100.0000000000003;0.0;53.307336937781045;0.0;47.72562659060158;58.90949315517025;38.388829713516;46873.42528301998;3375.6285553443076;48877.973815316414;2544.8802459938556;48694.26383118261;49665.688462875194;41114.48257111321;41.06728744506848;0.0038499245;21.58823152801615;7.6253981590271;21.49850887379309;23.303530520389007;14.89485898849106;1.0;1.0;1.0;1.0;1.0;1.0;1.0
10.0;250000.0;54166.0;129.98166543928488;241146.34276484558;100.0000000000003;0.0;53.307336937781045;0.0;47.72562659060158;58.90949315517025;38.388829713516;46873.42528301998;3375.6285553443076;48877.973815316414;2544.8802459938556;48694.26383118261;49665.688462875194;41114.48257111321;41.06728744506848;0.0038499245;21.58823152801615;7.6253981590271;21.49850887379309;23.303530520389007;14.89485898849106;1.0;1.0;1.0;1.0;1.0;1.0;1.0
10.0;250000.0;54166.0;116.57989050823046;239910.48878466562;67.36070311696909;0.0;53.307336937781045;0.0;47.72562659060158;57.78100891113281;43.561172691241374;40433.60994884121;3375.6285553443076;48877.973815316414;2544.880245993855;48694.26383118261;49280.28943298008;46703.84295500714;26.190218874221255;0.0038499245000001734;21.588231528016152;7.6253981590271;21.498508873793085;22.859931786019004;16.81375136265387;1.0;1.0;1.0;1.0;1.0;1.0;1.0
10.0;250000.0;54166.0;45.60400262573561;91882.36195628697;28.066959632070457;18.099192619323738;25.269514430652983;23.40129852294922;24.046068937882144;24.075420379638672;24.674525867808953;9201.934542685925;4533.3675955255185;21224.607158102946;11101.49158742416;12955.89168177368;16001.890476359597;16863.178914415133;6.141534635635107;0.4865913370631365;8.66335161680636;8.722377415722802;9.068732099819023;7.239621039559824;5.281794481129362;1.0;1.0;1.0;1.0;1.0;1.0;1.0
500.0;250000.0;54166.0;110.96911259325974;226464.5402449741;67.36070311696906;27.4790134102398;40.0;0.0;37.798841767022516;51.132661848347766;43.37960174151616;39931.20522474932;23217.530723624153;37702.883392453936;0.0;35289.1121064545;46076.351590907994;44247.45720678423;26.190218874221245;5.483773699180519;18.38467788696289;7.6253981590271;16.269978232865604;20.246516172742517;16.768549568259854;1.0;1.0;1.0;1.0;1.0;1.0;1.0
50.0;250000.0;54166.0;114.71462287922999;232788.8214721604;67.36070311696909;27.9960831230703;40.0;0.0;43.537681096301;54.27859474491868;40.0;39981.025945999914;24544.07788705033;37839.40280928442;0.0;40600.17332068173;48323.95201745572;41500.1894916883;26.19021887422125;5.821347113172133;18.38467788696289;7.6253981590271;19.282618751385467;21.483158916055388;15.927203178405762;1.0;1.0;1.0;1.0;1.0;1.0;1.0
500.0;250000.0;54166.0;110.96911259325974;226464.5402449741;67.36070311696906;27.4790134102398;40.0;0.0;37.798841767022516;51.132661848347766;43.37960174151616;39931.20522474932;23217.530723624153;37702.883392453936;0.0;35289.1121064545;46076.351590907994;44247.45720678423;26.190218874221245;5.483773699180519;18.38467788696289;7.6253981590271;16.269978232865604;20.246516172742517;16.768549568259854;1.0;1.0;1.0;1.0;1.0;1.0;1.0
500.0;250000.0;54166.0;109.93329113638225;230632.33222629715;67.36070311696906;23.53817431881645;40.0;29.59436607640092;33.09414431737308;51.132661848347766;43.37960174151616;39931.20522474932;13298.901977536629;37702.883392453936;22305.123776280747;27070.40905758433;46076.351590907994;44247.45720678423;26.19021887422124;2.9109629677202022;18.38467788696289;11.600730500298354;13.831635166177215;20.246516172742517;16.76854956825985;1.0;1.0;1.0;1.0;1.0;1.0;1.0
10.0;50000.0;54166.0;28.20433065767176;36889.57864209886;32.63023921788789;2.2884837436765727e-12;0.0;21.987709513958013;22.509727894830945;0.0;23.707514041564142;10846.915032927956;-9.254705446437583e-10;-1.2297860507715086e-09;8193.794331540406;6906.172949957309;-4.590846798486614e-09;10942.696327679936;8.73116900654531;0.0;0.0;7.345378658218126;7.668842582314005;2.4657963171303976e-11;4.458940410569663;6169.920594975899;4607.570500712103;10635.385527992996;4514.338584051339;7960.838795826836;2593.6715068183726;4596.375079298313;1.0;1.0;1.0;1.0;1.0;1.0;1.0
10.0;50000.0;54166.0;33.919624053133084;48240.87324351174;66.48983058000069;0.0;0.0;21.987709513958013;0.0;0.0;0.0;40421.15158379657;0.0;0.0;7819.721659715174;0.0;0.0;0.0;25.793272963328945;0.0;0.060967683792114265;8.065383406012025;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
500.0;50000.0;54166.0;28.561952731512314;36924.046184071885;36.599871070997;0.0;0.0;21.987709513958013;24.526409775203476;3.0184188481996443e-15;0.0;16115.116344771928;0.0;0.0;8276.504026600758;12532.425812699192;5.178662831895053e-12;0.0;11.111991086789706;0.0;0.060967683792114265;8.065383406012026;9.323610554918469;1.2104309993697254e-15;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
500.0;250000.0;54166.0;109.93329113638228;230632.33222629718;67.36070311696909;23.538174318816424;40.0;29.594366076400956;33.09414431737308;51.132661848347766;43.37960174151616;39931.205224749334;13298.90197753658;37702.883392453936;22305.1237762808;27070.409057584322;46076.351590907994;44247.45720678423;26.190218874221255;2.910962967720186;18.38467788696289;11.60073050029837;13.831635166177213;20.246516172742517;16.76854956825985;1.0;1.0;1.0;1.0;1.0;1.0;1.0
500.0;250000.0;54166.0;110.96911259325974;226464.54024497414;67.36070311696909;27.47901341023981;40.0;0.0;37.7988417670225;51.132661848347766;43.37960174151616;39931.205224749334;23217.53072362417;37702.883392453936;0.0;35289.11210645448;46076.351590907994;44247.45720678423;26.19021887422126;5.483773699180523;18.38467788696289;7.6253981590271;16.269978232865597;20.246516172742517;16.768549568259854;1.0;1.0;1.0;1.0;1.0;1.0;1.0
500.0;50000.0;54166.0;36.392926879539225;44920.78810592219;67.36070311696909;0.0;0.0;0.0;1.8692119955970568;14.790606011199278;0.0;39931.20522474933;0.0;234.06744667958804;0.0;273.408135876657;4482.107298616619;0.0;26.19021887422125;0.0038499245;0.06299905607935626;7.6253981590271;0.37059201389027496;2.1081220471070408;0.03174680471420288;1.0;1.0;1.0;1.0;1.0;1.0;1.0
500.0;50000.0;54166.0;28.561952731512314;36924.046184071885;36.599871070997;0.0;0.0;21.987709513958013;24.526409775203476;3.0184188481996443e-15;0.0;16115.116344771928;0.0;0.0;8276.504026600758;12532.425812699192;5.178662831895053e-12;0.0;11.111991086789706;0.0;0.060967683792114265;8.065383406012026;9.323610554918469;1.2104309993697254e-15;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
500.0;50000.0;54166.0;36.392926879539225;44920.78810592219;67.36070311696909;0.0;0.0;0.0;1.8692119955970568;14.790606011199278;0.0;39931.20522474933;0.0;234.06744667958804;0.0;273.408135876657;4482.107298616619;0.0;26.19021887422125;0.0038499245;0.06299905607935626;7.6253981590271;0.37059201389027496;2.1081220471070408;0.03174680471420288;1.0;1.0;1.0;1.0;1.0;1.0;1.0
