;infeasible count;oil output;gas output;W1_choke_final;W2_choke_final;W3_choke_final;W4_choke_final;W5_choke_final;W6_choke_final;W7_choke_final
0;0.0;107.91356034289178;223049.68625687307;72.984;0.0;39.60254471892815;16.165705267793133;53.227;62.606;26.16469900213651
1;0.0;109.39784984860049;224962.08073141272;72.984;0.0;38.665208785201685;22.66231758891311;53.227;62.606;26.16469900213651
2;0.0;106.94083191325434;223669.74031931948;72.984;0.0;33.31012599446145;24.7165752866928;53.227;62.606;26.16469900213651
3;0.0;109.12753313613756;223963.83529699888;72.984;0.0;37.5489456532075;23.502486632551292;53.227;62.606;26.16469900213651
4;0.0;100.44842107219218;215742.9069867591;72.984;0.0;40.0;32.66671603152837;23.952149999999996;62.606;26.16469900213651
5;0.0;108.2509781103035;224947.65958016666;72.984;0.0;37.04836111155502;22.592629166880197;53.227;62.606;26.16469900213651
6;0.0;103.38392156475854;221317.54841655368;72.984;33.9542486609969;40.0;22.524;23.95214999999999;62.606;26.16469900213651
7;0.0;105.67241367941816;224865.01520634085;72.984;0.0;33.149059917686344;22.743627203827664;53.227;62.606;26.16469900213651
8;0.0;106.73790285146139;224619.63910762186;72.984;0.0;34.45117818678935;23.041399096698328;53.227;62.606;26.16469900213651
9;0.0;102.73949792229482;222547.3795193834;72.984;32.224013323891334;40.0;22.524;23.952149999999996;62.606;26.16469900213651
10;0.0;102.91562682964458;221780.60042060885;72.984;32.69690792194993;40.0;22.524;23.952149999999996;62.606;26.16469900213651
11;0.0;104.06542781717008;222807.62361271927;72.984;0.0;28.087632833555833;25.659443592894863;53.227;62.606;26.16469900213651
12;0.0;107.05798796839382;224539.36741431893;72.984;0.0;39.34130155552476;14.712082493723559;53.227;62.606;26.16469900213651
13;0.0;100.39872269091646;221555.70413069063;72.984;0.0;40.0;32.56301297156188;23.952149999999996;62.606;26.16469900213651
14;0.0;107.02145450348269;223409.35790699444;72.984;0.0;34.04476037593572;23.997940902613166;53.227;62.606;26.16469900213651
15;0.0;100.84804050377286;220573.9940598166;72.984;28.371581741323826;40.0;22.524;23.952149999999996;62.606;26.16469900213651
16;0.0;103.18205941458923;221791.83728845936;72.984;33.41226198882615;40.0;22.524;23.952149999999996;62.606;26.16469900213651
17;0.0;102.02010524702467;222236.04936272447;72.984;30.292491036396463;40.0;22.524;23.952149999999996;62.606;26.16469900213651
18;1.0;110.02513618062937;224993.32300492047;72.984;0.0;39.70097513688354;22.524;53.227;62.606;26.16469900213651
19;0.0;106.3681096624972;223672.1273910741;72.984;0.0;33.049506736454894;24.04466680687746;53.227;62.606;26.16469900213651
20;0.0;107.29354475769051;224064.16517016513;72.984;0.0;34.59551427371816;23.819701492720267;53.227;62.606;26.16469900213651
21;0.0;110.31833022378524;224949.24979974166;72.984;0.0;40.0;22.639779681057778;53.26716702859696;62.606;26.16469900213651
22;0.0;103.56647944670387;220706.9138997668;72.984;34.444404635413576;40.0;22.524;23.95214999999999;62.606;26.16469900213651
23;0.0;106.67207999667134;223815.20908818915;72.984;0.0;33.45299638584805;24.092318102173493;53.227;62.606;26.16469900213651
24;0.0;106.28389313329266;224169.43080286964;72.984;0.0;33.16634460454289;23.76507811048901;53.227;62.606;26.16469900213651
25;0.0;102.38607083879886;221176.0254725117;72.984;31.27508471752151;40.0;22.524;23.952149999999996;62.606;26.16469900213651
26;0.0;102.84704948959751;221765.9480455033;72.984;32.29509932822454;40.0;22.524;24.10494425589592;62.606;26.16469900213651
27;0.0;109.28636189290768;224747.9316610147;72.984;0.0;37.99566610649047;23.25253386832156;53.227;62.606;26.16469900213651
28;0.0;105.89340521295085;224523.4389541601;72.984;0.0;33.01086450818114;23.281082545930328;53.227;62.606;26.16469900213651
29;0.0;98.91378014824546;218194.23724485532;72.984;0.0;40.0;29.476198280005747;24.047988467765872;62.606;26.16469900213651
30;0.0;107.25495686846344;224441.8360911558;72.984;0.0;34.738140584978346;23.587788684265032;53.227;62.606;26.16469900213651
31;0.0;99.9774331550319;214894.77499937004;72.984;0.0;40.0;31.64142943000839;23.990534781694834;62.606;26.16469900213651
32;0.0;107.09026319814521;224305.27593879215;72.984;0.0;39.40433046878019;14.68880746111774;53.227;62.606;26.16469900213651
33;0.0;104.04369705153404;223202.27325651012;72.984;0.0;34.840124480992124;14.850847425333296;53.227;62.606;26.16469900213651
34;0.0;109.45365423559645;224782.2250653953;72.984;0.0;38.28053652454525;23.205579069472787;53.227;62.606;26.16469900213651
35;0.0;99.54790093328373;218263.13910713678;72.984;0.0;40.0;30.7876469035389;23.952149999999996;62.606;26.16469900213651
36;0.0;107.10956575903295;222712.3692003996;72.984;0.0;36.352234033085296;19.213698398872026;53.227;62.606;26.16469900213651
37;0.0;102.99666726317359;221028.15152314887;72.984;32.91449618623238;40.0;22.524;23.952149999999996;62.606;26.16469900213651
38;0.0;107.67299397150016;221473.21530631665;72.984;0.0;39.5117092102057;15.782512522856997;53.227;62.606;26.16469900213651
39;0.0;104.93383368344604;221243.41735572525;72.984;0.0;28.045127843291535;27.182777655580118;53.227;62.606;26.16469900213651
40;0.0;97.99149260347534;219931.04176497183;72.984;0.0;40.0;27.99180343049893;23.952149999999996;62.606;26.16469900213651
41;0.0;100.62624867545507;223085.90830084746;72.984;27.900987907732425;40.0;22.524;24.113168068966992;62.606;26.16469900213651
42;0.0;101.90441169582995;220471.36829270748;72.984;29.989652141064898;40.0;22.524;23.95214999999999;62.606;26.16469900213651
43;0.0;107.60665428035455;224250.93476339997;72.984;0.0;39.494378128743925;15.665503814739868;53.227;62.606;26.16469900213651
44;0.0;98.91567339669386;220416.84893144996;72.984;0.0;40.0;29.430445244947393;24.10217635389482;62.606;26.16469900213651
45;0.0;106.95342155757689;222398.2854969291;72.984;0.0;33.01454825375342;25.082415693368947;53.227;62.606;26.16469900213651
46;0.0;105.7312003526473;224910.25044936078;72.984;0.0;33.33435129698336;22.627870004422313;53.227;62.606;26.16469900213651
47;0.0;107.70479924965977;223177.5802635317;72.984;0.0;38.46598474778551;17.38695358381449;53.227;62.606;26.16469900213651
48;0.0;101.87503219324954;221125.52598011357;72.984;29.9446508159228;40.0;22.524;23.952149999999996;62.606;26.16469900213651
49;0.0;106.37455641861503;224086.03042785832;72.984;0.0;33.103396509386336;23.992857977512973;53.227;62.606;26.16469900213651
50;0.0;103.81839292397775;222546.81213228015;72.984;35.119677459939055;40.0;22.524;23.95292097155206;62.606;26.16469900213651
