;switch-off penalty
0;101.51560822665905
1;102.55893988270199
2;100.64677182895338
3;102.18773756147914
4;93.16197740359476
5;100.1065623684323
6;108.08077578137829
7;89.87421154890056
8;101.23574657266781
9;93.80217095516554
10;92.35467500005228
11;95.45357318560403
12;101.03055324171868
13;109.17269096175127
14;100.03445691247254
15;92.20086693744207
16;105.61049920461693
17;97.42630687068058
18;113.10931846735436
19;99.6854932849053
20;101.33202796430058
21;89.87421154890056
22;105.29379373992127
23;100.83813107624394
24;99.5210606781221
25;106.81262474759322
26;99.08332946213028
27;99.8779772647035
28;100.05248458760798
29;86.73783022170836
30;100.50295099534881
31;94.4721848560541
32;101.4114329222381
33;100.44099825474598
34;102.01257294114023
35;95.38032403255423
36;89.87421154890056
37;93.88092366926779
38;101.83849251160683
39;87.06664324426777
40;94.8581549932274
41;96.88754337336997
42;94.54530456180998
43;100.01822313009453
44;86.57373677925442
45;100.04020523940144
46;100.17371413802567
47;89.87421154890056
48;96.20563671287599
49;99.30653067185918
50;108.23209835305643
51;100.0012520476188
52;96.91171252741904
53;100.37047532622893
54;86.51767453526374
55;100.23049182832202
56;97.29958767686884
57;93.91699532911315
58;104.17932402888957
59;100.2279533010894
60;106.03707769895796
61;99.79282558485411
62;96.06018726693529
63;96.45083976927037
64;106.78126985217176
65;100.01807044060746
66;96.57321948395054
67;89.87421154890056
68;101.19991651203526
69;112.84675507647604
70;96.17801856067447
71;108.32647737614677
72;92.6072839228828
73;96.94685296600667
74;103.90217446711532
75;105.14076308116249
76;95.91817487810391
77;100.36390760022229
78;100.31247000474332
79;98.48925822281058
80;100.27025802085316
81;100.3050220562069
82;94.41448450282252
83;95.92380890575103
84;102.30659391870515
85;85.87415825988452
86;99.41865464103614
87;99.08008829220597
88;112.81405477294743
89;99.55097635302062
90;86.63405067130306
91;94.45952223966901
92;99.84392116575293
93;96.42971357321153
94;96.13894810551702
95;94.82341556783777
96;113.0911213437578
97;100.47333591648268
98;94.9119979742768
99;100.21810358815344
100;92.10104941490744
101;94.16013028285315
102;91.97649466925165
103;111.3969089505687
104;97.47414346530852
105;95.27290832747491
106;89.60910572490947
107;96.44670144177456
108;100.15774055739897
109;97.53778932280858
110;95.29108328988221
111;100.23171299717785
112;100.564534017234
113;106.81516493388092
114;90.70618293294291
115;99.72676453801992
116;101.16116516337826
117;98.88857919608529
118;86.59898609612223
119;99.83581758747835
120;100.11986672879834
121;100.8480625852848
122;95.27686450721959
123;94.427741962939
124;97.64074458510086
125;93.9262807438273
126;101.31948015355141
127;91.33854087408932
128;95.35825839188607
129;113.00338515560928
130;89.69842879521771
131;85.53545884873323
132;94.84176441915236
133;105.16324388456086
134;85.97815631512971
135;95.8772248255244
136;94.31461862326347
137;103.78318165428892
138;95.09837227798536
139;99.96829026637585
140;102.53629407512437
141;94.35890862348364
142;105.89406114229661
143;99.34292918684008
144;101.5349163407927
145;93.42843258387762
146;99.73453795912624
147;100.3500793756831
148;96.0284546777952
149;95.96678229164371
150;95.94186150906552
151;100.10173129025023
152;100.07641551919295
153;103.58415072838592
154;99.86838318911128
155;95.79698525415179
156;91.09706831471345
157;95.82898749708227
158;95.26762987133455
159;100.43368400262312
160;102.27628975590905
161;94.94379037086688
162;104.44008867585195
163;99.69205246291429
164;111.58771920125994
165;99.68703996840759
166;112.83506736785499
167;94.68589569625496
168;112.74749270020241
169;95.32068078292076
170;86.92446015994376
171;100.02553905413879
172;111.57072380761164
173;100.4443190712139
174;92.5456289061467
175;116.32810622089605
176;111.3766837873406
177;89.87421154890056
178;100.0899095193455
179;95.0968844630614
180;108.92738436239756
181;113.3526978544974
182;107.18902194348587
183;86.43741076139935
184;94.98893690943797
185;97.79145448380575
186;86.97781249595347
187;86.41448738805582
188;95.5120555194687
189;96.85346815196371
190;94.38770004377969
191;100.2062427798594
192;100.8934226717243
193;95.14758685822645
194;95.48399135214942
195;95.78185650657875
196;95.37791872335364
197;94.73938930685122
198;94.89938797937282
199;97.83767232267854
