n;mean_score_time;mean_test_score;mean_train_score;param_dropout;param_regu;params;rank_test_score;split0_test_score;split0_train_score;split1_test_score;split1_train_score;split2_test_score;split2_train_score;std_fit_time;std_score_time;std_test_score;std_train_score
6.706208308537801;1.8658604621887207;-5.033440351486206;-4.422713756561279;0.2;0.0001;{'dropout': 0.2, 'regu': 0.0001};39;-5.817010402679443;-5.049506187438965;-4.557125568389893;-4.242625713348389;-4.57255744934082;-3.9760093688964844;0.057962010681361725;0.022892272196607256;0.6069801780277805;0.4563789597373311
10.564496596654257;2.9744467735290527;-5.06316864490509;-4.345801989237468;0.3;5,00E-05;{'dropout': 0.3, 'regu': 5e-05};40;-4.620572566986084;-3.4776930809020996;-5.206082820892334;-4.816493034362793;-5.512691497802734;-4.74321985244751;0.9151721519164815;0.04903943407121699;0.3628169028960534;0.6145741329546368
3.111880381902059;0.5493865807851156;-5.10201108455658;-4.464622338612874;0.05;0.01;{'dropout': 0.05, 'regu': 0.01};41;-5.226248264312744;-4.1605963706970215;-4.112182140350342;-3.808980941772461;-6.4003987312316895;-5.424289703369141;0.042650419802626904;0.013780003177151579;0.8914321068471551;0.693603844999977
6.210531949996948;1.7232894897460938;-5.140881061553955;-4.468846797943115;0.2;5,00E-06;{'dropout': 0.2, 'regu': 5e-06};42;-4.243143558502197;-2.8483338356018066;-4.147258281707764;-3.8514461517333984;-7.977921485900879;-6.706760406494141;0.048007990682123004;0.02978894759529801;1.6384921916888169;1.634574678460654
2.4651474157969155;0.26651891072591144;-5.171757280826569;-4.425580739974976;0.05;5,00E-06;{'dropout': 0.05, 'regu': 5e-06};43;-6.027454376220703;-5.23833703994751;-5.5373101234436035;-5.13587760925293;-3.3398823738098145;-2.9025275707244873;0.09323221114937454;0.012186497434419808;1.078718600316444;1.0777732293970848
8.0953315893809;2.3960761229197183;-5.283988177776337;-4.6352775891621905;0.25;1,00E-05;{'dropout': 0.25, 'regu': 1e-05};44;-5.305112361907959;-4.300016403198242;-4.643528938293457;-4.301072120666504;-6.212990760803223;-5.304744243621826;0.1719314791994555;0.047022403102403916;0.6080701444245452;0.4733846073471872
5.459604660669963;1.4081652959187825;-5.296051979064941;-4.6024759610493975;0.15000000000000002;0.0005;{'dropout': 0.15000000000000002, 'regu': 0.0005};45;-5.158316135406494;-4.249119281768799;-5.573047161102295;-5.169174671173096;-5.087162971496582;-4.389133930206299;0.21681586813721107;0.01626620726991457;0.2163220156001293;0.40477285522143275
5.657404740651448;1.5016109943389893;-5.332241594791412;-4.793893416722615;0.15000000000000002;0.005;{'dropout': 0.15000000000000002, 'regu': 0.005};46;-7.401817321777344;-7.1061811447143555;-4.308743000030518;-3.985280990600586;-3.7631258964538574;-3.2902181148529053;0.013632053346856554;0.019437841615028557;1.6169542100489165;1.6594746162719818
5.998279889424642;1.62776780128479;-5.363328397274017;-4.615354696909587;0.15000000000000002;0.05;{'dropout': 0.15000000000000002, 'regu': 0.05};47;-4.536834716796875;-3.6155548095703125;-6.585926532745361;-6.091152191162109;-4.769171714782715;-4.139357089996338;0.12848198100715819;0.0544925459591357;0.9512858627193852;1.065231082997611
8.946912924448648;2.715294281641642;-5.377714574337006;-4.65594220161438;0.25;0.05;{'dropout': 0.25, 'regu': 0.05};48;-5.840728759765625;-4.993589878082275;-5.581200122833252;-5.17038631439209;-4.377964973449707;-3.8038504123687744;0.060021950997390786;0.010486327870310633;0.5880437953517433;0.606827574602976
10.870585441589355;3.4094025293986;-5.401023745536804;-4.819971243540446;0.3;0.05;{'dropout': 0.3, 'regu': 0.05};49;-6.598913669586182;-6.027848243713379;-4.588467121124268;-4.262795448303223;-4.823023796081543;-4.169270038604736;0.15610714272512236;0.12076898311789462;0.9323179109876983;0.8549510263654053
7.495850404103597;2.2226650714874268;-5.526530861854553;-4.912260929743449;0.2;0.1;{'dropout': 0.2, 'regu': 0.1};50;-6.72399377822876;-6.216207027435303;-5.073690891265869;-4.716196537017822;-4.4095964431762695;-3.8043792247772217;0.09250950869185447;0.016556590832040276;0.9625506101251853;0.9943370561970015
11.372151772181192;3.3895603815714517;-5.696795165538788;-4.913872877756755;0.3;0.1;{'dropout': 0.3, 'regu': 0.1};51;-4.249857425689697;-3.147036075592041;-6.776969909667969;-6.2680559158325195;-6.246939659118652;-5.326526641845703;0.5669460456036626;0.05522963098327459;1.1394371872878128;1.3071351772881687
8.919569571812948;2.6231799125671387;-5.705933630466461;-4.746853272120158;0.25;0.001;{'dropout': 0.25, 'regu': 0.001};52;-5.081695079803467;-3.956265926361084;-7.667247295379639;-7.074654579162598;-3.7003209590911865;-3.209639310836792;0.12131557734025208;0.06121253691886296;1.6106768591220089;1.6739886537954158
9.01036286354065;2.777961492538452;-5.718777537345886;-4.813887357711792;0.25;0.1;{'dropout': 0.25, 'regu': 0.1};53;-4.8979620933532715;-3.8335742950439453;-7.470151424407959;-6.885106563568115;-4.322939872741699;-3.7229812145233154;0.03451820773225193;0.009683524951043403;1.3747668451411343;1.4652689073786271
9.110337257385254;2.4802021185557046;-5.734777271747589;-5.10048770904541;0.25;0.0001;{'dropout': 0.25, 'regu': 0.0001};54;-6.63812255859375;-6.089932441711426;-5.529228687286377;-5.125970363616943;-4.688082218170166;-4.085560321807861;1.2626565591540182;0.012483338789045964;0.7718476091407578;0.8184798604831138
10.179246584574381;3.15502921740214;-5.792984127998352;-5.1751634279886884;0.3;0.0005;{'dropout': 0.3, 'regu': 0.0005};55;-7.003727436065674;-6.582297325134277;-5.329204082489014;-4.917331695556641;-4.672539234161377;-4.0258612632751465;0.375472626740357;0.09470969481205856;0.9717103083081164;1.0594650336467422
8.892618338267008;2.6514204343159995;-5.799946665763855;-4.937599500020345;0.25;0.005;{'dropout': 0.25, 'regu': 0.005};56;-5.594030857086182;-4.735959529876709;-7.256275177001953;-6.69513463973999;-3.9243276119232178;-3.381704330444336;0.16221046490276644;0.05355004750012471;1.3002776544350614;1.360195846636167
8.176797231038412;2.355141560236613;-5.8634291887283325;-5.269717693328857;0.25;1,00E-06;{'dropout': 0.25, 'regu': 1e-06};57;-6.7977824211120605;-6.288295745849609;-5.0174736976623535;-4.596752166748047;-5.730832576751709;-4.924105167388916;0.38039814262195676;0.05773483304896556;0.7746881380761524;0.7325371133100225
12.490449587504068;3.915452480316162;-5.932794213294983;-5.035610834757487;0.35000000000000003;0.1;{'dropout': 0.35000000000000003, 'regu': 0.1};58;-5.167010307312012;-4.211310386657715;-7.464544296264648;-6.893353462219238;-4.783844947814941;-4.002168655395508;0.21050921998014763;0.008980379205024107;1.195732973499654;1.316394271828722
9.318352063496908;2.8576228618621826;-5.9706414341926575;-5.095815499623616;0.3;5,00E-06;{'dropout': 0.3, 'regu': 5e-06};59;-5.005397796630859;-3.919689655303955;-7.4791083335876465;-6.904592990875244;-5.155806541442871;-4.46316385269165;0.05642681142046815;0.015072113805066954;1.1699046330874956;1.298100679313293
8.326538880666098;2.4369943936665854;-6.048610806465149;-5.58253026008606;0.25;5,00E-05;{'dropout': 0.25, 'regu': 5e-05};60;-8.603537559509277;-8.722661972045898;-4.4102935791015625;-4.085989952087402;-4.673696517944336;-3.938938856124878;0.04801398962817769;0.029597209190921483;1.981665358803302;2.2212198424210987
9.539823293685913;2.945783774058024;-6.13457578420639;-5.569325606028239;0.3;1,00E-05;{'dropout': 0.3, 'regu': 1e-05};61;-5.6177978515625;-5.010346412658691;-5.606838703155518;-5.184426307678223;-7.701348304748535;-6.513204097747803;0.07087645397724167;0.01823483847184105;0.904588983834878;0.6711959017607313
13.944677273432413;4.110816876093547;-6.2069902420043945;-5.584042867024739;0.35000000000000003;0.01;{'dropout': 0.35000000000000003, 'regu': 0.01};62;-5.0598273277282715;-4.0904035568237305;-5.295729160308838;-4.892952919006348;-9.294626235961914;-7.768772125244141;0.2011712392374355;0.062266759908239225;1.7855717079927933;1.579198703662684
9.89835007985433;3.052426815032959;-6.2510005831718445;-5.641278425852458;0.3;0.0001;{'dropout': 0.3, 'regu': 0.0001};63;-7.430614471435547;-7.160001277923584;-5.941944599151611;-5.506061553955078;-4.945163726806641;-4.257772445678711;0.08332728901426346;0.013628678168171643;0.991932039684013;1.1886815526772072
10.592490593592325;3.3341692288716636;-6.321370601654053;-5.785419861475627;0.3;0.005;{'dropout': 0.3, 'regu': 0.005};64;-5.264011859893799;-4.281874656677246;-4.1884074211120605;-3.8895351886749268;-11.106853485107422;-9.184849739074707;0.22148703158689392;0.0757331578288663;2.80188131374761;2.409090448568098
10.746484279632568;3.3118322690327964;-6.333086311817169;-5.369130770365397;0.3;0.01;{'dropout': 0.3, 'regu': 0.01};65;-4.866990566253662;-3.7994346618652344;-8.586647033691406;-7.911154270172119;-5.151888847351074;-4.396803379058838;0.36962457470012344;0.07563541411838551;1.7490845065034561;1.8139505600112324
13.51684045791626;4.161988735198975;-6.342508435249329;-5.492268244425456;0.35000000000000003;0.05;{'dropout': 0.35000000000000003, 'regu': 0.05};66;-5.343613147735596;-4.446787357330322;-7.745810031890869;-7.150490760803223;-5.735898971557617;-4.879526615142822;0.08321869570467079;0.1354476268349021;1.0975593140317186;1.1857746417932002
8.864000002543131;2.5405829747517905;-6.368527889251709;-5.7132439613342285;0.25;0.0005;{'dropout': 0.25, 'regu': 0.0005};67;-7.107547760009766;-6.691131591796875;-6.159975051879883;-5.695605754852295;-5.572827339172363;-4.752994537353516;0.13809489461618407;0.01791710654790686;0.6159558321063319;0.7913394299951274
7.127787192662557;2.0591748555501304;-6.393114447593689;-5.770290374755859;0.2;0.01;{'dropout': 0.2, 'regu': 0.01};68;-7.489579677581787;-7.217288017272949;-6.17194128036499;-5.714752197265625;-5.08017635345459;-4.378830909729004;0.05431146710742547;0.026223931167752665;0.9487540243332107;1.1594605224588683
12.172162850697836;3.6106679439544678;-6.428483247756958;-5.825214227040608;0.35000000000000003;5,00E-05;{'dropout': 0.35000000000000003, 'regu': 5e-05};69;-5.490681171417236;-4.669642448425293;-5.712121486663818;-5.294533729553223;-8.90972900390625;-7.5114665031433105;1.2926366897750556;0.010514180483345749;1.435753361751611;1.2193460904117375
11.445887804031372;3.6305838425954184;-6.53422611951828;-5.677535851796468;0.35000000000000003;0.0001;{'dropout': 0.35000000000000003, 'regu': 0.0001};70;-5.79336404800415;-4.9835662841796875;-7.871479034423828;-7.285835266113281;-5.639639854431152;-4.7632060050964355;0.014151671174935451;0.059630457903340414;1.0375412686768084;1.1407920984176638
11.375257651011148;3.5764195124308267;-6.684966564178467;-5.985681056976318;0.35000000000000003;1,00E-05;{'dropout': 0.35000000000000003, 'regu': 1e-05};71;-7.498251438140869;-7.217099189758301;-6.9531989097595215;-6.426876068115234;-5.062690734863281;-4.31306791305542;0.19354434751747462;0.03372503383874664;0.9658998631494112;1.2259252811400707
10.258782784144083;3.2175002892812095;-6.843629717826843;-6.0561957359313965;0.3;0.001;{'dropout': 0.3, 'regu': 0.001};72;-5.534546375274658;-4.6467604637146;-7.479156970977783;-6.906861782073975;-7.853963851928711;-6.614964962005615;0.10206572358035595;0.0345837794347107;1.0243493292572536;1.0037203389783207
12.04882025718689;3.699569304784139;-6.858741402626038;-6.035341262817383;0.35000000000000003;5,00E-06;{'dropout': 0.35000000000000003, 'regu': 5e-06};73;-6.672336578369141;-6.145190238952637;-8.10611629486084;-7.481980323791504;-5.26728630065918;-4.478853225708008;0.33171534887107895;0.037966604888343865;1.1089145212777207;1.228479599607939
12.301250139872232;3.910287618637085;-6.97132271528244;-6.339920997619629;0.35000000000000003;0.005;{'dropout': 0.35000000000000003, 'regu': 0.005};74;-7.304651260375977;-6.965018272399902;-6.539978504180908;-6.04498815536499;-7.118346214294434;-6.009756565093994;0.3470202562225713;0.11277202837074984;0.3418203220989043;0.44224447872306205
11.959615707397461;3.786480108896891;-7.478188991546631;-6.75184694925944;0.35000000000000003;0.0005;{'dropout': 0.35000000000000003, 'regu': 0.0005};75;-6.107583522796631;-5.379812717437744;-7.343592166900635;-6.783545017242432;-9.735992431640625;-8.092183113098145;0.29058251909958954;0.04614075049732933;1.4091389089048818;1.1075474004752213
11.991883993148804;3.774400075276693;-7.929793953895569;-7.678335666656494;0.35000000000000003;0.001;{'dropout': 0.35000000000000003, 'regu': 0.001};76;-9.793097496032715;-10.393278121948242;-4.754070281982422;-4.383459568023682;-9.89842414855957;-8.258269309997559;0.06458146024266412;0.027263480377239444;2.460243191184479;2.487531847137252
11.564983606338501;3.573218584060669;-8.127715110778809;-7.403055508931478;0.35000000000000003;1,00E-06;{'dropout': 0.35000000000000003, 'regu': 1e-06};77;-8.07998275756836;-7.971346855163574;-8.687345504760742;-8.036672592163086;-7.359868049621582;-6.201147079467773;0.20631272491081226;0.08465497004005224;0.5154575497664337;0.850295935773957
