mean_fit_time;mean_score_time;mean_test_score;mean_train_score;param_dropout;param_layers;param_neurons;param_regu;params;rank_test_score;split0_test_score;split0_train_score;split1_test_score;split1_train_score;split2_test_score;split2_train_score;std_fit_time;std_score_time;std_test_score;std_train_score
67.95364729563396;6.587570110956828;-8.722767341427687;-8.258095113898921;0.2634692683538155;2;7;1.4797345660620599e-05;{'dropout': 0.2634692683538155, 'layers': 2, 'neurons': 7, 'regu': 1.4797345660620599e-05};1;-7.424689292907715;-7.492570276613589;-8.204107284545898;-7.997720117922182;-10.679254531860352;-9.283994947160993;0.40056250816346056;0.046010297081282917;1.3714702444457978;0.7541648544179556
93.3106636206309;8.72016700108846;-11.53582028644841;-11.312980167449467;0.055419592261600446;2;10;8.48878187300366e-05;{'dropout': 0.055419592261600446, 'layers': 2, 'neurons': 10, 'regu': 8.48878187300366e-05};2;-10.059050559997559;-12.178717260007504;-10.449796676635742;-9.939916328147605;-14.295751571655273;-11.82030691419329;0.9199028662989723;0.06538455838549187;1.887494238868795;0.9818664960490443
105.71765502293904;10.229647874832153;-11.575387838410169;-9.523573492780145;0.36961590177743864;1;11;7.0513449449934e-05;{'dropout': 0.36961590177743864, 'layers': 1, 'neurons': 11, 'regu': 7.0513449449934e-05};3;-7.3585028648376465;-8.079755818402326;-8.110841751098633;-7.863233813533077;-19.847698211669922;-12.62773084640503;0.38150801714438526;0.07003212052396306;5.645195074186273;2.196749887401194
75.84914048512776;7.0612508455912275;-17.554783565242115;-15.880149861492177;0.13386546893595405;2;24;8.099716723864086e-05;{'dropout': 0.13386546893595405, 'layers': 2, 'neurons': 24, 'regu': 8.099716723864086e-05};4;-8.771955490112305;-10.172729421544958;-14.557616233825684;-13.825017787792065;-30.24093246459961;-23.64270237513951;0.5744561500941009;0.011883899359646179;8.96863640122687;5.687865371291494
97.28838523228963;9.087673664093018;-19.207167136959914;-18.17540510537553;0.04251608407057414;2;30;1.2190260848957236e-06;{'dropout': 0.04251608407057414, 'layers': 2, 'neurons': 30, 'regu': 1.2190260848957236e-06};5;-12.962763786315918;-16.480091730753582;-15.141581535339355;-14.36262356793439;-30.310232162475586;-23.683500017438615;0.9234331638800004;0.07962774819209903;7.618841409497004;3.989590624392404
90.8291043440501;8.431289672851562;-19.60695178334306;-19.304833481130988;0.07780907296756;2;20;1.4673882642573402e-06;{'dropout': 0.07780907296756, 'layers': 2, 'neurons': 20, 'regu': 1.4673882642573402e-06};6;-14.216687202453613;-18.31906290407534;-26.21113395690918;-24.844169969911928;-18.29965591430664;-14.751267569405693;2.3677236929775494;0.06372561516269398;5.035483202600524;4.178953412795888
101.05398265520732;9.433775583902994;-21.9610510570247;-20.017824435360215;0.017672455912936105;2;24;3.6868325926711604e-05;{'dropout': 0.017672455912936105, 'layers': 2, 'neurons': 24, 'regu': 3.6868325926711604e-05};7;-9.845986366271973;-11.663655245745623;-24.7183837890625;-23.413730762622976;-32.03860855102539;-24.976087297712052;0.17457062078270325;0.06792819954331647;9.21495419462648;5.941624167527102
70.35605843861897;6.664915482203166;-24.574169391539037;-25.05114826155297;0.02784066426866562;2;31;3.5333549783979724e-05;{'dropout': 0.02784066426866562, 'layers': 2, 'neurons': 31, 'regu': 3.5333549783979724e-05};8;-27.371158599853516;-37.760257438377096;-6.489144325256348;-5.7525909565113205;-41.0382080078125;-31.640596389770508;0.36752722869121596;0.005445333126204365;14.152753159866776;13.872954464939822
89.27922813097636;8.288685083389282;-3341.367332388715;-732.1852736969263;0.14190951302366775;2;5;9.483146571819296e-05;{'dropout': 0.14190951302366775, 'layers': 2, 'neurons': 5, 'regu': 9.483146571819296e-05};9;-8.684236526489258;-9.948750919765896;-7.909728527069092;-7.317691732335974;-10520.2880859375;-2179.289378438677;2.801425160040545;0.030205541679765927;4891.609960951255;1023.2576893068626
97.36475078264873;9.374481042226156;-32907524.874679215;-15427518.861554747;0.057660313498861845;1;7;7.542983651686909e-05;{'dropout': 0.057660313498861845, 'layers': 1, 'neurons': 7, 'regu': 7.542983651686909e-05};10;-6.327643394470215;-6.257690341384323;-7.376774311065674;-7.098927921719021;-103785256.0;-46282543.22804598;0.5596827366926247;0.026779062116954286;48295033.019952506;21817796.96322211
68.1953998406728;6.402943293253581;#NAME?;#NAME?;0.24983085695516044;2;39;7.163349045471412e-05;{'dropout': 0.24983085695516044, 'layers': 2, 'neurons': 39, 'regu': 7.163349045471412e-05};11;#NAME?;#NAME?;-31.129247665405273;-29.482181831642432;-26.291963577270508;-20.7350948878697;0.23605457864325385;0.029000834089583313;;
86.39476482073466;8.139938195546469;#NAME?;#NAME?;0.05266479692225254;2;22;3.198644653613629e-05;{'dropout': 0.05266479692225254, 'layers': 2, 'neurons': 22, 'regu': 3.198644653613629e-05};11;#NAME?;#NAME?;-20.189985275268555;-19.15754918698911;-5.903844833374023;-5.984500340053013;0.3490502412977104;0.03994676085114178;;
111.57713341712952;10.695418198903402;#NAME?;#NAME?;0.08817713623780342;2;35;8.330992496917502e-05;{'dropout': 0.08817713623780342, 'layers': 2, 'neurons': 35, 'regu': 8.330992496917502e-05};11;#NAME?;#NAME?;-34.401161193847656;-32.5420624061867;-23.995779037475586;-19.01567132132394;0.05736373844673391;0.11676175833650175;;
94.40988524754842;8.861999273300171;;;0.06553363747072698;2;5;2.7783617193426302e-05;{'dropout': 0.06553363747072698, 'layers': 2, 'neurons': 5, 'regu': 2.7783617193426302e-05};14;-6.809205055236816;-6.325394241898148;-8732.99609375;-8776.223734961615;;;0.6667378962410466;0.009773206451294326;;
