mean_fit_time;mean_score_time;mean_test_score;mean_train_score;param_dropout;param_regu;params;rank_test_score;split0_test_score;split0_train_score;split1_test_score;split1_train_score;split2_test_score;split2_train_score;std_fit_time;std_score_time;std_test_score;std_train_score
5.182857513427734;0.046880086263020836;-15.106701197609624;-15.15070264565471;0.05;1e-06;{'dropout': 0.05, 'regu': 1e-06};1;-14.115036894422058;-15.099524524233757;-14.719693953837824;-15.014344342258;-16.48537274456899;-15.338239070472367;0.13913651654699546;0.012759413760674156;1.0056354427829304;0.13709205866958646
5.593113899230957;0.08035484949747722;-16.20495340073145;-15.842948715256625;0.05;5e-06;{'dropout': 0.05, 'regu': 5e-06};4;-17.645342275637006;-16.658209428874724;-17.53461851767444;-17.35552427309369;-13.434899408882911;-13.51511244380146;0.10178320840069047;0.010191589976869654;1.9592454799337702;1.670464661507638
5.6719339688618975;0.1145930290222168;-16.78751833504493;-16.708923256725345;0.05;1e-05;{'dropout': 0.05, 'regu': 1e-05};7;-16.26294996104109;-17.500477117135983;-15.608452044495749;-15.455682614527712;-18.49115299959795;-17.170610038512343;0.1635581475539708;0.014737067076355125;1.2339287346765102;0.8963489472416709
6.025087356567383;0.1599720319112142;;;0.05;5e-05;{'dropout': 0.05, 'regu': 5e-05};54;-17.86193980645696;-19.277854709450256;-19.623836534832595;-19.43175017505611;;;0.094968255325745;0.013783215185366687;;
6.021119991938273;0.21222726504007974;-424.2028021068748;-363.42961299966237;0.05;0.0001;{'dropout': 0.05, 'regu': 0.0001};51;-16.9507651285294;-18.25856836126485;-15.500165633105357;-15.34744192263402;-1240.1574755589897;-1056.6828287150881;0.23278726145081033;0.03239712603791058;576.9673866612015;490.20549057792726
6.0533121426900225;0.2477550506591797;-16.053402506977047;-15.457187680294027;0.05;0.0005;{'dropout': 0.05, 'regu': 0.0005};2;-13.553235185255698;-13.14920097316077;-16.556694345736723;-16.403343786887074;-18.050277989938717;-16.819018280834232;0.08877784884369347;0.01684020929198655;1.8700847579738915;1.6407921463848718
6.336741288503011;0.26794934272766113;-16.234366066958927;-16.436049646558384;0.05;0.001;{'dropout': 0.05, 'regu': 0.001};5;-17.61558963180682;-18.97472794559024;-17.517531158727245;-17.35735317982665;-13.569977410342716;-12.976067814258261;0.11456587113413319;0.01564376425541157;1.884432549631237;2.5341114146931774
6.515951792399089;0.3073386351267497;-17.34781878876759;-17.446928021375555;0.05;0.005;{'dropout': 0.05, 'regu': 0.005};10;-18.900339284074416;-20.339104696151313;-18.071388349620573;-17.890117912117493;-15.071728732607781;-14.111561455857863;0.0945030130504907;0.007359294076965801;1.644633570281467;2.5616253514611964
6.808723449707031;0.35915335019429523;-17.666888931111092;-17.612357772453844;0.05;0.01;{'dropout': 0.05, 'regu': 0.01};12;-16.963092025266874;-18.16674738192777;-18.00878703266109;-17.820909224518942;-18.028787735405317;-16.84941671091482;0.020660025564509427;0.022970686853689175;0.4977265450924421;0.5576500128914211
6.820087194442749;0.40969419479370117;-17.430400323430334;-17.338040048558415;0.05;0.05;{'dropout': 0.05, 'regu': 0.05};11;-15.8032704624561;-16.933356250097994;-17.561492709938538;-17.37676602984787;-18.92643779789636;-17.703997865729377;0.13421322985122583;0.0376191072710905;1.2783928612755848;0.3158025766792294
7.22489349047343;0.434768279393514;-18.24571902307166;-18.15391409287759;0.05;0.1;{'dropout': 0.05, 'regu': 0.1};15;-16.326597598714567;-17.50402573926733;-19.194333225215246;-18.994860920337363;-19.216226245285174;-17.962855619028073;0.14614622474737385;0.02528991934092391;1.3570532063142673;0.6234446725525897
7.240850925445557;0.5014025370279948;-20.53425584145642;-20.337458435548555;0.1;1e-06;{'dropout': 0.1, 'regu': 1e-06};34;-17.768294220670647;-19.13657086923582;-19.827613935558073;-19.638568965666884;-24.006859368140546;-22.237235471742963;0.014909510121174993;0.014778546615743009;2.5954358480719275;1.3588880534328571
7.580865224202474;0.515504519144694;-19.58125833050556;-19.48323463591596;0.1;5e-06;{'dropout': 0.1, 'regu': 5e-06};29;-16.939573410454145;-18.244093781217522;-22.412584357305406;-22.191585567019402;-19.391617223757123;-18.014024559510958;0.21103457757143765;0.021504582645586346;2.2383677115426486;1.9173952011693407
7.47014856338501;0.5546340147654215;-17.975768996305785;-17.92898906042816;0.1;1e-05;{'dropout': 0.1, 'regu': 1e-05};14;-16.020700594700806;-17.223302832437216;-21.51647014792906;-21.301807193581116;-16.390136246287494;-15.261857155266158;0.2275301994096748;0.01808064775190358;2.5081924645709304;2.5157827020124084
7.765249649683635;0.6304972171783447;-18.630508440350173;-18.325771493649263;0.1;5e-05;{'dropout': 0.1, 'regu': 5e-05};18;-14.001142746811613;-14.981408386055483;-18.613652168063943;-18.428654828202834;-23.276730406174966;-21.567251266689475;0.1596780513107026;0.027518480948923382;3.7867615634004013;2.6896431420662488
7.845880508422852;0.6603456338246664;-63.87022075886391;-64.85570624698556;0.1;0.0001;{'dropout': 0.1, 'regu': 0.0001};49;-13.713637448232108;-14.65367428753354;-159.721066859884;-162.9772364327667;-18.175957968475622;-16.93620802065648;0.08078157701866472;0.013199414154941955;67.80126154095475;69.38865663569744
8.273512601852417;0.7149215539296468;-16.663516114611145;-16.25750555102614;0.1;0.0005;{'dropout': 0.1, 'regu': 0.0005};6;-13.046538685439923;-13.48348011226829;-13.299783216703922;-13.329761225149172;-23.644226441689586;-21.95927531566095;0.2631650874503121;0.028212718202315478;4.937190206388548;4.032248439001254
