mean_fit_time;mean_score_time;mean_test_score;mean_train_score;param_dropout;param_regu;params;rank_test_score;split0_test_score;split0_train_score;split1_test_score;split1_train_score;split2_test_score;split2_train_score;std_fit_time;std_score_time;std_test_score;std_train_score
63.77355035146078;24.717941919962566;-13.447314620018005;-12.8460906346639;0.05;1e-06;{'dropout': 0.05, 'regu': 1e-06};2;-12.314858436584473;-11.938304901123047;-13.77920913696289;-13.248056411743164;-14.648157119750977;-13.351910591125488;1.8854877383355566;0.16598010993766688;0.9395396713054901;0.6433001508673962
62.82551113764445;24.79453770319621;-15.935688614845276;-15.190756479899088;0.05;5e-06;{'dropout': 0.05, 'regu': 5e-06};4;-16.454988479614258;-16.18428611755371;-15.6303071975708;-15.09553337097168;-15.614810943603516;-14.292449951171875;0.17051348673823635;0.20405741656700982;0.40229271657898874;0.7752683838357446
63.05966838200887;24.979065815607708;;;0.05;1e-05;{'dropout': 0.05, 'regu': 1e-05};53;-15.433433532714844;-15.137472152709961;;;-3298.548828125;-13.54161548614502;0.17308714528699728;0.007883195658561274;;
63.51051068305969;25.099287350972492;-17.638285636901855;-17.356085777282715;0.05;5e-05;{'dropout': 0.05, 'regu': 5e-05};9;-16.076826095581055;-15.795633316040039;-16.265230178833008;-15.72874927520752;-22.040058135986328;-20.543874740600586;0.42278142471838076;0.13871873990363276;2.542673638066238;2.254272569251249
63.80230522155762;25.196879704793293;;;0.05;0.0001;{'dropout': 0.05, 'regu': 0.0001};54;-60.21193313598633;-10.688572883605957;-8636.4365234375;-4845.97265625;;;0.12439435453028487;0.30279074620933366;;
64.22607795397441;25.42045497894287;-15.401836514472961;-14.819222450256348;0.05;0.0005;{'dropout': 0.05, 'regu': 0.0005};3;-13.400700569152832;-13.052800178527832;-16.4136905670166;-15.87663459777832;-16.885759353637695;-15.52823257446289;0.4825407586703637;0.19597615635959714;1.5608184980601234;1.257121506725177
64.25580271085103;25.496158758799236;-17.163079738616943;-16.103854815165203;0.05;0.001;{'dropout': 0.05, 'regu': 0.001};6;-24.85356903076172;-24.794403076171875;-12.20749282836914;-11.679046630859375;-13.060726165771484;-11.838114738464355;0.20953500402298142;0.061402634366337236;5.966186084993015;6.14548872335791
64.70062923431396;25.79148070017497;;;0.05;0.005;{'dropout': 0.05, 'regu': 0.005};55;;;-19.84441375732422;-19.29828453063965;-19.631973266601562;-18.197965621948242;0.2604037018917867;0.3625131437029756;;
65.14452449480693;25.941178560256958;-17.004681944847107;-16.310749689737957;0.05;0.01;{'dropout': 0.05, 'regu': 0.01};5;-12.870104789733887;-12.505203247070312;-20.719884872436523;-20.171161651611328;-17.633743286132812;-16.255884170532227;0.04923008605723717;0.23279745047681577;3.418402760728679;3.12985486712899
65.544260819753;25.84591778119405;;;0.05;0.05;{'dropout': 0.05, 'regu': 0.05};56;-13.494483947753906;-13.15101146697998;-16.456954956054688;-15.919947624206543;;;0.294603236839211;0.12169363353672899;;
65.53871178627014;26.070640722910564;-20.022276878356934;-19.191243489583332;0.05;0.1;{'dropout': 0.05, 'regu': 0.1};16;-24.71592903137207;-24.649791717529297;-16.302030563354492;-15.765363693237305;-18.56216812133789;-17.1585750579834;0.12132958284812567;0.28804242756656445;3.739579600336547;3.9014587907878284
65.88844100634257;26.403841018676758;-17.941147804260254;-16.967219670613606;0.1;1e-06;{'dropout': 0.1, 'regu': 1e-06};11;-20.252351760864258;-20.07770347595215;-17.418970108032227;-16.87924575805664;-15.257608413696289;-13.944709777832031;0.1758857723871185;0.4084763765113719;1.9762896785326307;2.504556844668427
66.7705131371816;26.506365935007732;;;0.1;5e-06;{'dropout': 0.1, 'regu': 5e-06};57;-16.860488891601562;-16.597688674926758;-19.927017211914062;-19.380657196044922;;;0.5606134959158402;0.30599649908265764;;
67.66622575124104;27.145710070927937;-18.14249324798584;-15.093881924947103;0.1;1e-05;{'dropout': 0.1, 'regu': 1e-05};12;-19.840370178222656;-19.654766082763672;-14.960884094238281;-14.427760124206543;-20.368091583251953;-11.199119567871094;0.173110401457687;0.08819815115939932;2.472924496729544;3.4839898762070796
68.05563298861186;27.282455285390217;;;0.1;5e-05;{'dropout': 0.1, 'regu': 5e-05};58;;;-18.985206604003906;-18.44133186340332;;;0.13617965238101404;0.2936189260820881;;
68.90458273887634;27.611739953358967;-17.832464337348938;-17.33760929107666;0.1;0.0001;{'dropout': 0.1, 'regu': 0.0001};10;-12.80860424041748;-12.444453239440918;-21.092552185058594;-20.54288673400879;-20.47812271118164;-19.025487899780273;0.6131346469983151;0.17753772009217245;3.89873449992166;3.5150018411350445
69.73638415336609;28.1931631565094;-21.412197589874268;-20.591603597005207;0.1;0.0005;{'dropout': 0.1, 'regu': 0.0005};21;-23.64805793762207;-23.55637550354004;-19.925634384155273;-19.37885284423828;-20.288251876831055;-18.839582443237305;0.48647037997116077;0.013767544763481505;1.7375749231839546;2.107938564045067
70.63909363746643;28.180445353190105;-93.19525790214539;-93907.42025311787;0.1;0.001;{'dropout': 0.1, 'regu': 0.001};27;-17.5064754486084;-17.26348304748535;-215.0263214111328;-281682.5625;-23.981836318969727;-22.434776306152344;0.1757256641741364;0.3297177739467948;94.40325400217286;132777.07643782286
71.77875630060832;28.979644934336346;-23.243683338165283;-23.018461227416992;0.1;0.005;{'dropout': 0.1, 'regu': 0.005};24;-25.57990074157715;-25.539669036865234;-17.79132652282715;-17.250606536865234;-27.917892456054688;-26.265108108520508;0.3075956776215308;0.10303896712437223;4.319357324140174;4.089227821171209
