;switch-off penalty
0;99.87706534264794
1;99.87706534264794
2;99.87706534264794
3;99.87706534264794
4;99.87706534264794
5;99.87706534264794
6;99.87706534264794
7;99.87706534264794
8;99.87706534264794
9;99.87706534264794
10;99.87706534264794
11;99.87706534264794
12;99.87706534264794
13;99.87706534264794
14;99.87706534264794
15;99.87706534264794
16;99.87706534264794
17;99.87706534264794
18;99.87706534264794
19;99.87706534264794
20;99.87706534264794
21;99.87706534264794
22;99.87706534264794
23;99.87706534264794
24;99.87706534264794
25;99.87706534264794
26;99.87706534264794
27;99.87706534264794
28;99.87706534264794
29;99.87706534264794
30;99.87706534264794
31;99.87706534264794
32;99.87706534264794
33;99.87706534264794
34;99.87706534264794
35;99.87706534264794
36;99.87706534264794
37;99.87706534264794
38;99.87706534264794
39;99.87706534264794
40;99.87706534264794
41;99.87706534264794
42;99.87706534264794
43;99.87706534264794
44;99.87706534264794
45;99.87706534264794
46;99.87706534264794
47;99.87706534264794
48;99.87706534264794
49;99.87706534264794
50;99.87706534264794
51;99.87706534264794
52;99.87706534264794
53;99.87706534264794
54;99.87706534264794
55;99.87706534264794
56;99.87706534264794
57;99.87706534264794
58;99.87706534264794
59;99.87706534264794
60;99.87706534264794
61;99.87706534264794
62;99.87706534264794
63;99.87706534264794
64;99.87706534264794
65;99.87706534264794
66;99.87706534264794
67;99.87706534264794
68;99.87706534264794
69;99.87706534264794
70;99.87706534264794
71;99.87706534264794
72;99.87706534264794
73;99.87706534264794
74;99.87706534264794
75;99.87706534264794
76;99.87706534264794
77;99.87706534264794
78;99.87706534264794
79;99.87706534264794
80;99.87706534264794
81;99.87706534264794
82;99.87706534264794
83;99.87706534264794
84;99.87706534264794
85;99.87706534264794
86;99.87706534264794
87;99.87706534264794
88;99.87706534264794
89;99.87706534264794
90;99.87706534264794
91;99.87706534264794
92;99.87706534264794
93;99.87706534264794
94;99.87706534264794
95;99.87706534264794
96;99.87706534264794
97;99.87706534264794
98;99.87706534264794
99;99.87706534264794
100;94.22552107811029
101;99.87706534264794
102;99.87706534264794
103;99.87706534264794
104;99.87706534264794
105;99.87706534264794
106;99.87706534264794
107;99.87706534264794
108;99.87706534264794
109;99.87706534264794
110;99.87706534264794
111;99.87706534264794
112;99.87706534264794
113;99.87706534264794
114;99.87706534264794
115;99.87706534264794
116;99.87706534264794
117;99.87706534264794
118;99.87706534264794
119;99.87706534264794
120;99.87706534264794
121;99.87706534264794
122;99.87706534264794
123;99.87706534264794
124;99.87706534264794
125;99.87706534264794
126;99.87706534264794
127;94.22552107811029
128;99.87706534264794
129;99.87706534264794
130;99.87706534264794
131;99.87706534264794
132;99.87706534264794
133;99.87706534264794
134;99.87706534264794
135;99.87706534264794
136;99.87706534264794
137;99.87706534264794
138;99.87706534264794
139;99.87706534264794
140;99.87706534264794
141;99.87706534264794
142;99.87706534264794
143;99.87706534264794
144;99.87706534264794
145;99.87706534264794
146;99.87706534264794
147;99.87706534264794
148;99.87706534264794
149;99.87706534264794
150;99.87706534264794
151;99.87706534264794
152;99.87706534264794
153;99.87706534264794
154;99.87706534264794
155;99.87706534264794
156;94.22552107811029
157;99.87706534264794
158;99.87706534264794
159;99.87706534264794
160;99.87706534264794
161;99.87706534264794
162;99.87706534264794
163;99.87706534264794
164;99.87706534264794
165;99.87706534264794
166;99.87706534264794
167;99.87706534264794
168;99.87706534264794
169;99.87706534264794
170;99.87706534264794
171;99.87706534264794
172;99.87706534264794
173;99.87706534264794
174;99.87706534264794
175;99.87706534264794
176;99.87706534264794
177;99.87706534264794
178;99.87706534264794
179;99.87706534264794
180;99.87706534264794
181;99.87706534264794
182;99.87706534264794
183;99.87706534264794
184;99.87706534264794
185;99.87706534264794
186;99.87706534264794
187;99.87706534264794
188;99.87706534264794
189;99.87706534264794
190;99.87706534264794
191;99.87706534264794
192;99.87706534264794
193;99.87706534264794
194;99.87706534264794
195;99.87706534264794
196;99.87706534264794
197;99.87706534264794
198;99.87706534264794
199;99.87706534264794
