;infeasible count;oil output;gas output;W1_choke_final;W2_choke_final;W3_choke_final;W4_choke_final;W5_choke_final;W6_choke_final;W7_choke_final
0;1.0;120.00066082470786;233943.4967841809;72.984;0.0;47.8959474206675;22.524;60.446196591900204;62.606;33.876016742430785
1;1.0;121.09015286011653;236709.30302697103;72.984;0.0;47.92499067269003;22.524;62.52977923849354;62.606;33.876016742430785
2;1.0;119.42496439751709;238140.0576678692;72.984;0.0;40.0;23.684365470111867;59.01085476731469;62.606;33.876016742430785
3;1.0;127.44609378328715;241815.70758146993;72.984;0.0;59.94450974725723;31.02618723508859;53.227;62.606;33.876016742430785
4;1.0;114.17898382272621;240166.95174323965;72.984;0.0;36.96055346290234;22.524;54.18380759100955;62.606;33.876016742430785
5;1.0;118.41365936556753;238414.8957283529;72.984;0.0;40.40415563251172;22.524;58.48195797789756;62.606;33.876016742430785
6;1.0;114.61288274900639;237791.86207429893;72.984;0.0;36.60230304183344;22.524;55.50226722220673;62.606;33.876016742430785
7;1.0;113.79960431948714;242828.42935148464;72.984;0.0;33.494536051438956;22.524;58.051030846707675;62.606;33.876016742430785
8;1.0;118.9498929578772;237742.14699463383;72.984;0.0;40.40415563251172;22.524;59.52327479043213;62.606;33.876016742430785
9;1.0;113.75076001892772;239686.49717189968;72.984;0.0;36.5488390687517;22.524;53.89912007722424;62.606;33.876016742430785
10;1.0;113.25055355066617;240391.7539384647;72.984;0.0;36.26160909318087;22.524;53.30929495247321;62.606;33.876016742430785
11;1.0;114.20194742138203;239059.75938301344;72.984;0.0;36.73005789257089;22.524;54.53457025484204;62.606;33.876016742430785
12;1.0;120.51287162936904;231958.3334176401;72.984;0.0;47.519236221545604;22.524;61.746788890487075;62.606;33.876016742430785
13;1.0;114.45753522961907;237187.720988004;72.984;0.0;36.523559996331684;22.524;55.30519161593031;62.606;33.876016742430785
14;1.0;119.42961408180884;229728.73548083834;72.984;0.0;48.33666661312905;22.524;58.975171336105106;62.606;33.876016742430785
15;1.0;119.41725662530202;246959.81190389837;72.984;0.0;40.0;22.337123192381696;60.35455898267837;62.606;33.876016742430785
16;1.0;117.21115938143558;239681.35324969172;72.984;0.0;40.0;21.937950559980194;56.15138949703444;62.606;33.876016742430785
17;1.0;117.97925784332558;238954.16435358804;72.984;0.0;40.0;22.100002884789774;57.610697681291555;62.606;33.876016742430785
18;1.0;119.52998315770891;239088.06829498353;72.984;0.0;40.0;21.85714712282741;60.66781717461187;62.606;33.876016742430785
19;1.0;113.72702138371301;240794.63055759034;72.984;0.0;33.63825141683361;22.524;57.71918291497264;62.606;33.876016742430785
20;1.0;119.34031627054736;231609.59528809294;72.984;0.0;47.73757699307515;22.524;59.296356099314686;62.606;33.876016742430785
21;1.0;120.50319993943306;238382.54842560418;72.984;0.0;40.40415563251172;22.524;62.52977923849354;62.606;33.876016742430785
22;1.0;113.72823850132924;239473.5885176778;72.984;0.0;36.42100504485947;22.524;54.02518848358919;62.606;33.876016742430785
23;1.0;117.27812541783554;238340.07824953675;72.984;0.0;37.00269343129276;22.524;60.14551538180412;62.606;33.876016742430785
24;1.0;115.49065968295255;239136.77811256892;72.984;0.0;36.17881952881992;22.524;57.7693472624732;62.606;33.876016742430785
25;1.0;113.99879532056231;238749.02785247457;72.984;0.0;36.174985308334;22.524;54.87737553535668;62.606;33.876016742430785
26;1.0;118.76882520585406;235581.26425547287;72.984;0.0;48.23813065566151;22.524;57.773328255624314;62.606;33.876016742430785
27;0.0;120.37929167569145;224588.63170182903;72.984;0.0;48.49728719734799;22.524;60.684083862606755;62.606;33.876016742430785
28;1.0;115.51958009742674;239722.44914546562;72.984;0.0;35.843655960583646;22.524;58.27070901181192;62.606;33.876016742430785
29;1.0;117.2437770284283;239688.2502808448;72.984;0.0;40.0;21.61323651557937;56.27938953271532;62.606;33.876016742430785
30;1.0;118.71158541685037;233382.51681089186;72.984;0.0;47.901980104028546;22.524;57.93969104690787;62.606;33.876016742430785
31;1.0;117.08362003003417;238497.75852432064;72.984;0.0;40.40415563251172;22.524;55.89914268753544;62.606;33.876016742430785
32;1.0;123.21001519415933;234808.04971312036;72.984;0.0;40.0;27.036422118597113;62.52977923849354;62.606;33.876016742430785
33;1.0;118.82138165731314;237490.4128161744;72.984;0.0;40.40415563251172;22.524;59.27371754560969;62.606;33.876016742430785
34;1.0;121.53198783116967;238297.7410815067;72.984;0.0;40.0;24.293343458884745;62.39888794805573;62.606;33.876016742430785
35;1.0;115.21451310459159;239841.39749236964;72.984;0.0;36.8072526117877;22.524;56.3983421425355;62.606;33.876016742430785
36;1.0;125.44161026861075;238192.02570858668;72.984;0.0;40.0;31.02618723508859;62.52977923849353;62.606;33.876016742430785
37;1.0;113.6702322419035;239534.95556934332;72.984;0.0;36.48930431004645;22.524;53.82182304930563;62.606;33.876016742430785
38;1.0;119.41739296911543;237970.37289045035;72.984;0.0;40.0;23.912619646331912;58.73593662370357;62.606;33.876016742430785
39;1.0;118.5778821418754;237701.9634820591;72.984;0.0;40.0;23.94742493226633;57.06600419113577;62.606;33.876016742430785
40;1.0;114.28758171557384;239089.08234207597;72.984;0.0;36.61934931496729;22.524;54.84791950791008;62.606;33.876016742430785
41;1.0;114.53777615610781;238645.99302059851;72.984;0.0;36.397721314055964;22.524;55.62816490111601;62.606;33.876016742430785
42;1.0;114.29381233467505;239166.1780167293;72.984;0.0;36.88889690164542;22.524;54.50197619418519;62.606;33.876016742430785
43;1.0;119.62238698453204;232500.75259214413;72.984;0.0;48.48524639516162;22.524;59.22685511465935;62.606;33.876016742430785
44;1.0;114.57245793176482;238821.97508819288;72.984;0.0;36.30304268335978;22.524;55.82127627229825;62.606;33.876016742430785
45;1.0;115.63326833755949;237899.3020904915;72.984;0.0;36.33338391302562;22.524;57.84097095190431;62.606;33.876016742430785
46;1.0;119.05396053493081;239226.31274116223;72.984;0.0;40.0;22.20415033502625;59.676933823428605;62.606;33.876016742430785
47;1.0;120.01774861164623;234179.03137646837;72.984;0.0;47.833370566416974;22.524;60.53071141306528;62.606;33.876016742430785
48;1.0;115.54513771889134;238971.09248268325;72.984;0.0;36.82676441460625;22.524;57.01446732811918;62.606;33.876016742430785
49;1.0;115.8646378658484;238869.3366079515;72.984;0.0;36.23008867214204;22.524;58.427477555208256;62.606;33.876016742430785
50;1.0;117.68184339967952;238914.72334160728;72.984;0.0;40.0;22.47600567801455;56.95827336957451;62.606;33.876016742430785
51;1.0;118.81197739652053;239864.36783050647;72.984;0.0;47.95108577419908;22.524;58.09410275246992;62.606;33.876016742430785
52;1.0;115.02361700630874;239151.38044421488;72.984;0.0;36.501667427256784;22.524;56.433550991431346;62.606;33.876016742430785
53;1.0;118.37236349967588;227988.10041395028;72.984;0.0;48.03987447040969;22.524;57.16711092735479;62.606;33.876016742430785
54;1.0;114.79470591804068;238847.5528320007;72.984;0.0;36.95931654776384;22.524;55.38112684507836;62.606;33.876016742430785
55;1.0;115.39544642786487;240000.7647789686;72.984;0.0;36.076564317099844;22.524;57.720278355042126;62.606;33.876016742430785
56;1.0;117.33074081011033;240178.85766948166;72.984;0.0;40.0;21.483950667569953;56.47400966203577;62.606;33.876016742430785
57;1.0;113.19032476495322;239677.20951103646;72.984;0.0;36.09943205321407;22.524;53.407757430445876;62.606;33.876016742430785
58;1.0;121.43829077423598;254231.5782343336;72.984;0.0;40.0;32.67943799086872;53.227;62.606;33.876016742430785
59;1.0;118.74095741005048;237845.5142833301;72.984;0.0;40.40415563251172;22.524;59.11754098000267;62.606;33.876016742430785
60;1.0;114.69694794529718;240292.88841487965;72.984;0.0;36.063078086723216;22.524;56.381771787102544;62.606;33.876016742430785
61;1.0;115.77677680176804;239862.39065031556;72.984;0.0;35.8927041128577;22.524;58.70501046948905;62.606;33.876016742430785
62;1.0;114.56036194241743;236657.62104606145;72.984;0.0;40.0;22.524;54.70026408341252;57.610671562187115;33.876016742430785
63;1.0;117.47060569390527;239478.37485991116;72.984;0.0;40.0;21.78258546092126;56.686148095927294;62.606;33.876016742430785
64;1.0;114.4730420520348;238749.09210828564;72.984;0.0;36.33769259868707;22.524;55.58219387537278;62.606;33.876016742430785
65;1.0;118.60311458359398;242918.0048749463;72.984;0.0;48.16547248183629;22.524;57.51151803463804;62.606;33.876016742430785
66;1.0;115.64222619286186;241567.70200875757;72.984;0.0;40.0;22.524;56.76052774416965;57.66388203578814;33.876016742430785
67;1.0;114.69913973662595;241793.49517255244;72.984;0.0;33.9006029673358;22.524;59.258464199751934;62.606;33.876016742430785
68;1.0;114.58030432547852;242024.2842362652;72.984;0.0;34.30859873936238;22.524;58.48575200844674;62.606;33.876016742430785
69;1.0;116.25668222934641;240346.05800364967;72.984;0.0;35.15326864900963;22.524;60.61673449744482;62.606;33.876016742430785
70;1.0;115.2495752522725;239908.0260353139;72.984;0.0;36.49556389218305;22.524;56.88044871510178;62.606;33.876016742430785
71;1.0;114.93806643422091;237916.24801775033;72.984;0.0;36.54833479771203;22.524;56.20543086021373;62.606;33.876016742430785
72;1.0;119.27379381979391;244439.09864388278;72.984;0.0;40.0;21.58744689470234;60.2257514000001;62.606;33.876016742430785
73;1.0;117.61952584544498;237882.43222558373;72.984;0.0;40.40415563251172;22.524;56.93982298717633;62.606;33.876016742430785
74;1.0;128.4774491273921;244115.4989636533;72.984;0.0;60.01553705774199;33.09482366439484;53.227;62.606;33.876016742430785
75;1.0;113.71671265173391;239420.39850791555;72.984;0.0;36.395599645520775;22.524;54.03655256531847;62.606;33.876016742430785
76;1.0;117.39794483222097;239410.7987118485;72.984;0.0;40.0;21.77566966984837;56.54642444328301;62.606;33.876016742430785
77;1.0;115.8363565781688;239587.04779925934;72.984;0.0;36.88418257406313;22.524;57.50371875328335;62.606;33.876016742430785
78;1.0;118.87438012135893;237499.18313623994;72.984;0.0;40.40415563251172;22.524;59.37663573730985;62.606;33.876016742430785
79;1.0;117.48243573675526;237436.55022222264;72.984;0.0;40.40415563251172;22.524;56.67360647806894;62.606;33.876016742430785
80;1.0;117.98907211936087;238458.88713354664;72.984;0.0;40.40415563251172;22.524;57.65744820416553;62.606;33.876016742430785
81;1.0;117.74951566677463;238154.260938882;72.984;0.0;40.40000043802551;22.524;57.191098642700105;62.606;33.876016742430785
82;1.0;117.37600936656693;239583.14359807954;72.984;0.0;40.0;21.50309253318171;56.55810540284784;62.606;33.876016742430785
83;1.0;118.45777936810919;237849.8750798689;72.984;0.0;40.0;23.754818671835356;57.05235119797827;62.606;33.876016742430785
84;1.0;119.67618743451571;238485.0358871048;72.984;0.0;40.40415563251172;22.524;60.93004164387958;62.606;33.876016742430785
85;1.0;114.07457828980348;240233.17124846645;72.984;0.0;36.83596219990168;22.524;54.14655730514102;62.606;33.876016742430785
86;1.0;117.6377145139999;239878.4719550316;72.984;0.0;40.0;21.689804471859055;57.029133466987226;62.606;33.876016742430785
87;1.0;117.98231704815005;239042.76728318763;72.984;0.0;40.40415563251172;22.524;57.644330470919094;62.606;33.876016742430785
88;1.0;120.25984084795749;238985.20962890354;72.984;0.0;40.0;22.388041281215543;61.97431807335627;62.606;33.876016742430785
89;1.0;116.82802841872507;237511.7144223728;72.984;0.0;40.0;22.524;58.66110470758376;58.19069547258718;33.876016742430785
90;1.0;116.84982490924422;240099.09339063903;72.984;0.0;40.0;21.475717816263767;55.54175415773498;62.606;33.876016742430785
91;1.0;113.46966959887114;239598.5023542907;72.984;0.0;36.28704736988536;22.524;53.7010084641711;62.606;33.876016742430785
92;1.0;118.36048800651491;237088.14009256172;72.984;0.0;40.40415563251172;22.524;58.37870403983613;62.606;33.876016742430785
93;1.0;117.53675728995798;239746.12915023568;72.984;0.0;40.0;21.787172758272135;56.81369501479405;62.606;33.876016742430785
94;1.0;113.9185122477748;238274.3011209888;72.984;0.0;36.61730045641955;22.524;54.13394172317366;62.606;33.876016742430785
95;1.0;117.15887216913184;239311.58567397727;72.984;0.0;40.0;22.094542329993374;56.018670744889924;62.606;33.876016742430785
96;1.0;121.08232967097763;239110.57886942857;72.984;0.0;48.33261194574699;22.524;62.179433431569784;62.606;33.876016742430785
97;1.0;117.33227860529803;241208.20195206514;72.984;0.0;40.0;22.524;59.78775749744633;57.99754049066886;33.876016742430785
98;1.0;116.73654069118102;239834.44866431007;72.984;0.0;40.0;21.55995601144497;55.3049923693428;62.606;33.876016742430785
99;1.0;116.29231473586535;239521.1471294839;72.984;0.0;36.404254216096554;22.524;59.026641357804984;62.606;33.876016742430785
100;1.0;114.32643305914166;241908.8594089212;72.984;0.0;40.0;22.524;54.04162077229407;57.87840555235594;33.876016742430785
101;1.0;113.26863286158111;239795.42492212923;72.984;0.0;36.23881391401924;22.524;53.37468238023397;62.606;33.876016742430785
102;1.0;118.84196830514905;247763.88846696133;72.984;0.0;40.0;21.559258677802976;59.39367995619967;62.606;33.876016742430785
103;1.0;116.96507665394083;238560.92548791715;72.984;0.0;36.331103901362155;22.524;60.42857683497612;62.606;33.876016742430785
104;1.0;118.14525751633087;238998.77319120942;72.984;0.0;40.0;22.35326335017036;57.88262277823865;62.606;33.876016742430785
105;1.0;117.2305929795371;239574.7613011329;72.984;0.0;40.0;21.57111946327453;56.26217397858014;62.606;33.876016742430785
106;1.0;120.90780238051667;237953.9225390824;72.984;0.0;40.0;23.884639583779144;61.65561040896014;62.606;33.876016742430785
107;1.0;114.58303934423556;238795.82009291527;72.984;0.0;36.37947222107999;22.524;55.74030233407254;62.606;33.876016742430785
108;1.0;116.60609771549312;238723.34695905278;72.984;0.0;40.0;22.524;58.305167521612475;58.09240236808393;33.876016742430785
109;1.0;117.32591229732111;239349.423824067;72.984;0.0;40.0;21.98877946661116;56.364107772268284;62.606;33.876016742430785
110;1.0;117.30528785780876;237977.49627863272;72.984;0.0;40.40415563251178;22.524;56.32960142635765;62.606;33.876016742430785
111;1.0;119.50961947605188;232455.207450496;72.984;0.0;47.91494933195173;22.524;59.47869346836449;62.606;33.876016742430785
112;1.0;119.11678046978147;240281.6199023711;72.984;0.0;40.0;21.44305576502911;59.95047936796892;62.606;33.876016742430785
113;1.0;115.50065784674192;239887.49475550148;72.984;0.0;36.77805729585734;22.524;56.99278959276818;62.606;33.876016742430785
114;1.0;119.13247831416655;244579.36421847975;72.984;0.0;40.0;21.447994511121642;59.97997971172771;62.606;33.876016742430785
115;1.0;117.90269192694609;239104.94619573283;72.984;0.0;40.0;22.211587101825316;57.43979414332615;62.606;33.876016742430785
116;1.0;119.67115515852953;238130.5163562122;72.984;0.0;40.40415563251172;22.524;60.92030742458578;62.606;33.876016742430785
117;1.0;114.60920511342289;237714.76901672114;72.984;0.0;35.96751764136638;22.524;56.338317039896204;62.606;33.876016742430785
118;1.0;116.90896043156775;239316.83144376185;72.984;0.0;40.0;21.634837469732986;55.62490483984908;62.606;33.876016742430785
119;1.0;117.82928988039129;238376.1670749982;72.984;0.0;40.40415563251172;22.524;57.3471656441588;62.606;33.876016742430785
120;1.0;119.80256760063119;233611.05074537208;72.984;0.0;48.22951267568247;22.524;59.7878766473102;62.606;33.876016742430785
121;1.0;116.96346888514185;243976.53467667557;72.984;0.0;40.0;22.524;59.350782981313905;57.63175754537936;33.876016742430785
122;1.0;113.4638243392786;239328.99848716345;72.984;0.0;35.884779951001086;22.524;54.223993119338935;62.606;33.876016742430785
123;1.0;116.93120742003492;239345.51034742576;72.984;0.0;40.0;22.137186063279707;55.56807498573285;62.606;33.876016742430785
124;1.0;115.66513928773834;240538.35856795465;72.984;0.0;40.0;22.524;56.86356992250639;57.58718453036988;33.876016742430785
125;1.0;113.37927873581265;239181.813680065;72.984;0.0;36.34621100043051;22.524;53.44689002812873;62.606;33.876016742430785
126;1.0;118.99091005455685;239209.03537736487;72.984;0.0;40.0;21.746405311364207;59.64564520865262;62.606;33.876016742430785
127;1.0;113.20354302810999;241906.77745269958;72.984;0.0;36.16982148657229;22.524;53.33992714391926;62.606;33.876016742430785
128;1.0;114.33900738242671;238953.5643991798;72.984;0.0;36.65777335261113;22.524;54.896744458052645;62.606;33.876016742430785
129;1.0;119.62795299362945;239205.3243977408;72.984;0.0;40.0;21.58439247515739;60.911427602421014;62.606;33.876016742430785
130;1.0;117.71418499759889;236995.54068896984;72.984;0.0;36.93448654846619;22.524;61.079257890561486;62.606;33.876016742430785
131;1.0;113.34697802495911;239160.2541170119;72.984;0.0;35.95947179038932;22.524;53.897874339030146;62.606;33.876016742430785
132;1.0;114.24546658095791;239190.76568388767;72.984;0.0;36.74836664995421;22.524;54.59476080475256;62.606;33.876016742430785
133;1.0;118.86245768106761;243335.64255529852;72.984;0.0;40.0;21.764753304713192;59.39254880258583;62.606;33.876016742430785
134;1.0;113.50882692775832;239291.60214156867;72.984;0.0;35.90457433904123;22.524;54.285090975863135;62.606;33.876016742430785
