;infeasible_count;total_oil
0;0.0;93.03890888304255
1;0.0;95.85384019829586
2;0.0;96.30750508681304
3;0.0;93.8340242114157
4;0.0;94.30012685495696
5;0.0;98.04149736356169
6;0.0;98.46907135970822
7;0.0;96.06357668902177
8;0.0;96.17909893875529
9;0.0;98.23452207832906
10;0.0;98.10125828133963
11;0.0;93.91035613203844
12;0.0;96.85591288190938
13;0.0;96.33062612094544
14;0.0;95.11852976188703
15;0.0;97.64821917823235
16;0.0;92.55309404777299
17;0.0;96.43317037351855
18;0.0;96.94537706639753
19;0.0;97.94917303752288
20;0.0;99.72456957567755
21;0.0;96.47975312672578
22;0.0;97.07212613203323
23;0.0;97.23875718073384
24;0.0;95.41152488884975
25;0.0;96.00035158243209
26;0.0;94.90205602276265
27;0.0;97.07000057134002
28;0.0;95.9227689446011
29;0.0;95.30270040518347
30;0.0;97.67936171779245
31;0.0;96.05423982615861
32;0.0;97.46551102817514
33;0.0;96.85735612170338
34;0.0;96.57299885925418
35;0.0;96.14336093787355
36;0.0;96.34352094612346
37;0.0;96.91449752699226
38;0.0;94.01857513866983
39;0.0;98.1153704924687
40;0.0;96.03427474447228
41;0.0;96.39168693316334
42;0.0;96.56417328214582
43;0.0;96.27664427938225
44;0.0;95.24522404066879
45;0.0;96.8942091330783
46;0.0;98.65969453159006
47;0.0;96.08699461322472
48;0.0;95.72290619907702
49;0.0;95.69506542288777
50;0.0;99.72456930481702
51;0.0;98.36923653540532
52;0.0;96.1154140122149
53;0.0;97.27784095388557
54;0.0;97.57808537213283
55;0.0;96.69474765926749
56;0.0;96.89465658904199
57;0.0;95.48231419739369
58;0.0;96.96761819545807
59;0.0;99.67821872503268
60;0.0;97.57192673467476
61;0.0;96.09248824769561
62;0.0;97.05918471279465
63;0.0;95.99939545890689
64;0.0;95.66696001616165
65;0.0;96.8804583964699
66;0.0;96.62766379467294
67;0.0;93.5769568180511
68;0.0;97.24721839525017
69;0.0;96.42361850665016
70;0.0;98.06666838868499
71;0.0;94.09807763276048
72;0.0;95.65550539444307
73;0.0;96.27316365048965
74;0.0;99.1299527597329
75;0.0;95.01350048570367
76;0.0;95.31255158375272
77;0.0;97.89637523899106
78;0.0;96.90910741857488
79;0.0;97.57549823131772
80;0.0;97.14099826436765
81;0.0;96.61339494161975
82;0.0;95.28672230106984
83;0.0;94.39065217098135
84;0.0;96.54325494530308
85;0.0;97.7997937579045
86;0.0;96.33650787299717
87;0.0;96.61048037481935
88;0.0;97.1713802130912
89;0.0;98.43633953804665
90;0.0;96.38484614648819
91;0.0;99.67609873150182
92;0.0;97.88341159649178
93;0.0;97.8817756708334
94;0.0;95.38981575718195
95;0.0;95.92698716077402
96;0.0;99.72456930481702
97;0.0;96.1856121844601
98;0.0;97.82919773869237
99;0.0;95.96731927611356
100;0.0;94.74272339138751
101;0.0;94.64705820281232
102;0.0;95.74630068198887
103;0.0;99.72456930481702
104;0.0;96.0970107910011
105;0.0;95.18378647008159
106;0.0;96.20663111557911
107;0.0;95.5958576857759
108;0.0;96.19955717735016
109;0.0;96.40431894743388
110;0.0;96.98268017059098
111;0.0;96.18198917584226
112;0.0;96.00428634829625
113;0.0;97.22468651709933
114;0.0;95.4349516871712
115;0.0;95.44586096164478
116;0.0;96.1552920841523
117;0.0;98.51744331723766
118;0.0;95.1739013272501
119;0.0;94.45404313844908
120;0.0;97.02818435464097
121;0.0;95.51695783858924
122;0.0;98.95085159473962
123;0.0;97.1554136490977
124;0.0;95.57952050926974
125;0.0;99.72456930481701
126;0.0;96.03187892501421
127;0.0;96.1617676921744
128;0.0;97.75226049714661
129;0.0;96.26622852779055
130;0.0;97.18649824694064
131;0.0;97.25607712726152
132;0.0;95.187378847717
133;0.0;95.41920029102444
134;0.0;95.6941700363431
135;0.0;96.00955464892519
136;0.0;94.87020607280046
137;0.0;98.15485998475101
138;0.0;96.88819764784334
139;0.0;96.62758674170145
140;0.0;95.49301976972991
141;0.0;95.56319399656077
142;0.0;97.8626392675036
143;0.0;95.31083337452472
144;0.0;97.30892405919083
145;0.0;94.56007741625349
146;0.0;94.17196334799131
147;0.0;95.2665749268549
148;0.0;94.8802085071991
149;0.0;97.64867983843008
150;0.0;96.04979711528034
151;0.0;95.61798153529276
152;0.0;96.83349147199584
153;0.0;98.86403561596185
154;0.0;95.02289783009533
155;0.0;96.04830923917417
156;0.0;94.46506140060805
157;0.0;99.72456930481704
158;0.0;99.72456930481702
159;0.0;96.21300432356544
160;0.0;96.78737999622767
161;0.0;96.32120568779318
162;0.0;99.72456930481701
163;0.0;99.72456930481702
164;0.0;96.80358779637652
165;0.0;95.485511638878
166;0.0;97.52263870155097
167;0.0;96.53955087180985
168;0.0;95.68067264596912
169;0.0;96.40099852540773
170;0.0;95.92249875646236
171;0.0;96.7485546748381
172;0.0;97.9044041224713
173;0.0;96.8429305653706
174;0.0;96.03283807443748
175;0.0;95.82010694580208
176;0.0;98.95570808636997
177;0.0;96.87568161735577
178;0.0;95.57849790776494
179;0.0;97.07382646838421
180;0.0;95.92837061400344
181;0.0;95.018054381924
182;0.0;94.28338017364875
183;0.0;95.8859902090404
184;0.0;94.74932113110738
185;0.0;95.29645416917988
186;0.0;95.83851045297375
187;0.0;96.80464279579684
188;0.0;98.01154136096484
189;0.0;99.72456930481704
190;0.0;92.8037820598399
191;0.0;94.03529808037287
192;0.0;96.89474786689402
193;0.0;99.72456995129883
194;0.0;95.25105467282644
195;0.0;94.9376344552869
196;0.0;96.67236853575403
197;0.0;94.0668743125846
198;0.0;99.72456930481678
199;0.0;95.65115581211707
200;0.0;94.70561643656701
